"MGI.symbol","ENSMUSG","HGNC.symbol","ENSG","dataset","RBP","msORhs","data.type","dataset.id","regulation","cell.type"
"Mcf2l","ENSMUSG00000031442","MCF2L","ENSG00000126217",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Med23","ENSMUSG00000019984","MED23","ENSG00000112282",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Mettl17","ENSMUSG00000004561","METTL17","ENSG00000165792",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Mff","ENSMUSG00000026150","MFF","ENSG00000168958",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Mgat5","ENSMUSG00000036155","MGAT5","ENSG00000152127",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Mical3","ENSMUSG00000051586","MICAL3","ENSG00000243156",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Mlip","ENSMUSG00000032355","MLIP","ENSG00000146147",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Mpdz","ENSMUSG00000028402","MPDZ","ENSG00000107186",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Mta3","ENSMUSG00000055817","MTA3","ENSG00000057935",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Mtdh","ENSMUSG00000022255","MTDH","ENSG00000147649",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Mtmr1","ENSMUSG00000015214","MTMR1","ENSG00000063601",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Mvk","ENSMUSG00000041939","MVK","ENSG00000110921",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Mycbp2","ENSMUSG00000033004","MYCBP2","ENSG00000005810",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Myo18a","ENSMUSG00000000631","MYO18A","ENSG00000196535",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Myo6","ENSMUSG00000033577","MYO6","ENSG00000196586",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"N4bp2","ENSMUSG00000037795","N4BP2","ENSG00000078177",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Nasp","ENSMUSG00000028693","NASP","ENSG00000132780",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Nav1","ENSMUSG00000009418","NAV1","ENSG00000134369",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Nbr1","ENSMUSG00000017119","NBR1","ENSG00000188554",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Ncam1","ENSMUSG00000039542","NCAM1","ENSG00000149294",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Ndufs2","ENSMUSG00000013593","NDUFS2","ENSG00000158864",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Nell1","ENSMUSG00000055409","NELL1","ENSG00000165973",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Nfkb1","ENSMUSG00000028163","NFKB1","ENSG00000109320",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Nptn","ENSMUSG00000032336","NPTN","ENSG00000156642",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Nrxn2","ENSMUSG00000033768","NRXN2","ENSG00000110076",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Nup54","ENSMUSG00000034826","NUP54","ENSG00000138750",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Osbpl9","ENSMUSG00000028559","OSBPL9","ENSG00000117859",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Oxr1","ENSMUSG00000022307","OXR1","ENSG00000164830",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Pabpc4","ENSMUSG00000011257","PABPC4","ENSG00000090621",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Pafah2","ENSMUSG00000037366","PAFAH2","ENSG00000158006",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Papola","ENSMUSG00000021111","PAPOLA","ENSG00000090060",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Pbrm1","ENSMUSG00000042323","PBRM1","ENSG00000163939",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Pbx3","ENSMUSG00000038718","PBX3","ENSG00000167081",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Pcdh15","ENSMUSG00000052613","PCDH15","ENSG00000150275",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Pcdh9","ENSMUSG00000055421","PCDH9","ENSG00000184226",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Pcgf2","ENSMUSG00000018537","PCGF2","ENSG00000277258",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Pcmtd1","ENSMUSG00000051285","PCMTD1","ENSG00000168300",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Phldb1","ENSMUSG00000048537","PHLDB1","ENSG00000019144",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Pikfyve","ENSMUSG00000025949","PIKFYVE","ENSG00000115020",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Pitpnb","ENSMUSG00000050017","PITPNB","ENSG00000180957",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Plekha6","ENSMUSG00000041757","PLEKHA6","ENSG00000143850",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Ppp1r12b","ENSMUSG00000073557","PPP1R12B","ENSG00000077157",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Ppp2r2d","ENSMUSG00000041769","PPP2R2D","ENSG00000175470",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Ppp3ca","ENSMUSG00000028161","PPP3CA","ENSG00000138814",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Prc1","ENSMUSG00000038943","PRC1","ENSG00000198901",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Prkcg","ENSMUSG00000078816","PRKCG","ENSG00000126583",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Prpf3","ENSMUSG00000015748","PRPF3","ENSG00000117360",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Prrc2b","ENSMUSG00000039262","PRRC2B","ENSG00000130723",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Prrg2","ENSMUSG00000007837","PRRG2","ENSG00000126460",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Psmg4","ENSMUSG00000071451","PSMG4","ENSG00000180822",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Pter","ENSMUSG00000026730","PTER","ENSG00000165983",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Pum2","ENSMUSG00000020594","PUM2","ENSG00000055917",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Pxk","ENSMUSG00000033885","PXK","ENSG00000168297",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"R3hdm1","ENSMUSG00000056211","R3HDM1","ENSG00000048991",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"R3hdm2","ENSMUSG00000025404","R3HDM2","ENSG00000179912",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Rab28","ENSMUSG00000029128","RAB28","ENSG00000157869",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Raf1","ENSMUSG00000000441","RAF1","ENSG00000132155",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Ralgps2","ENSMUSG00000026594","RALGPS2","ENSG00000116191",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Rapgef1","ENSMUSG00000039844","RAPGEF1","ENSG00000107263",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Rbbp6","ENSMUSG00000030779","RBBP6","ENSG00000122257",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Relt","ENSMUSG00000008318","RELT","ENSG00000054967",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Rims1","ENSMUSG00000041670","RIMS1","ENSG00000079841",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Rnf112","ENSMUSG00000010086","RNF112","ENSG00000128482",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Rnf32","ENSMUSG00000029130","RNF32","ENSG00000105982",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Robo2","ENSMUSG00000052516","ROBO2","ENSG00000185008",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Rpn2","ENSMUSG00000027642","RPN2","ENSG00000118705",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Rps6kb2","ENSMUSG00000024830","RPS6KB2","ENSG00000175634",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Sapcd2","ENSMUSG00000026955","SAPCD2","ENSG00000186193",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Sbf1","ENSMUSG00000036529","SBF1","ENSG00000100241",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Scmh1","ENSMUSG00000000085","SCMH1","ENSG00000010803",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Scn8a","ENSMUSG00000023033","SCN8A","ENSG00000196876",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Scrib","ENSMUSG00000022568","SCRIB","ENSG00000180900",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Sema6c","ENSMUSG00000038777","SEMA6C","ENSG00000143434",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"11-Sep","ENSMUSG00000058013","SEPTIN11","ENSG00000138758",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Setd3","ENSMUSG00000056770","SETD3","ENSG00000183576",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Sgip1","ENSMUSG00000028524","SGIP1","ENSG00000118473",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Sgk3","ENSMUSG00000025915","SGK3","ENSG00000104205",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Sh3d19","ENSMUSG00000028082","SH3D19","ENSG00000109686",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Shank3","ENSMUSG00000022623","SHANK3","ENSG00000251322",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Slc18b1","ENSMUSG00000037455","SLC18B1","ENSG00000146409",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Slc25a40","ENSMUSG00000054099","SLC25A40","ENSG00000075303",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Slc35a3","ENSMUSG00000027957","SLC35A3","ENSG00000117620",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Slc4a10","ENSMUSG00000026904","SLC4A10","ENSG00000144290",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Slc50a1","ENSMUSG00000027953","SLC50A1","ENSG00000169241",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Slmap","ENSMUSG00000021870","SLMAP","ENSG00000163681",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Smarcc2","ENSMUSG00000025369","SMARCC2","ENSG00000139613",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Smurf1","ENSMUSG00000038780","SMURF1","ENSG00000198742",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Sorbs1","ENSMUSG00000025006","SORBS1","ENSG00000095637",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Sorbs2","ENSMUSG00000031626","SORBS2","ENSG00000154556",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Spaca6","ENSMUSG00000080316","SPACA6","ENSG00000182310",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Spata5","ENSMUSG00000027722","SPATA5","ENSG00000145375",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Sphkap","ENSMUSG00000026163","SPHKAP","ENSG00000153820",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Spire1","ENSMUSG00000024533","SPIRE1","ENSG00000134278",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Spopl","ENSMUSG00000026771","SPOPL","ENSG00000144228",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Sptan1","ENSMUSG00000057738","SPTAN1","ENSG00000197694",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Ssbp2","ENSMUSG00000003992","SSBP2","ENSG00000145687",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Sympk","ENSMUSG00000023118","SYMPK","ENSG00000125755",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Syngap1","ENSMUSG00000067629","SYNGAP1","ENSG00000197283",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Synj1","ENSMUSG00000022973","SYNJ1","ENSG00000159082",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Syt14","ENSMUSG00000016200","SYT14","ENSG00000143469",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Tanc2","ENSMUSG00000053580","TANC2","ENSG00000170921",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Tars2","ENSMUSG00000028107","TARS2","ENSG00000143374",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Tbc1d9b","ENSMUSG00000036644","TBC1D9B","ENSG00000197226",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Tbp","ENSMUSG00000014767","TBP","ENSG00000112592",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Tex26","ENSMUSG00000029660","TEX26","ENSG00000175664",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Thoc5","ENSMUSG00000034274","THOC5","ENSG00000100296",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Tlk2","ENSMUSG00000020694","TLK2","ENSG00000146872",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Tmem164","ENSMUSG00000047045","TMEM164","ENSG00000157600",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Tnk2","ENSMUSG00000022791","TNK2","ENSG00000061938",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Tpd52","ENSMUSG00000027506","TPD52","ENSG00000076554",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Tpd52l2","ENSMUSG00000000827","TPD52L2","ENSG00000101150",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Traf6","ENSMUSG00000027164","TRAF6","ENSG00000175104",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Trank1","ENSMUSG00000062296","TRANK1","ENSG00000168016",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Trip12","ENSMUSG00000026219","TRIP12","ENSG00000153827",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Trit1","ENSMUSG00000028653","TRIT1","ENSG00000043514",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Trmt13","ENSMUSG00000033439","TRMT13","ENSG00000122435",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Trpc1","ENSMUSG00000032839","TRPC1","ENSG00000144935",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Trpm7","ENSMUSG00000027365","TRPM7","ENSG00000092439",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Trub2","ENSMUSG00000039826","TRUB2","ENSG00000167112",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Ttc21b","ENSMUSG00000034848","TTC21B","ENSG00000123607",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Ube3a","ENSMUSG00000025326","UBE3A","ENSG00000114062",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Ube4a","ENSMUSG00000059890","UBE4A","ENSG00000110344",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Ubr4","ENSMUSG00000066036","UBR4","ENSG00000127481",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Unc13a","ENSMUSG00000034799","UNC13A","ENSG00000130477",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Usp1","ENSMUSG00000028560","USP1","ENSG00000162607",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Usp54","ENSMUSG00000034235","USP54","ENSG00000166348",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Vps8","ENSMUSG00000033653","VPS8","ENSG00000156931",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Wdr17","ENSMUSG00000039375","WDR17","ENSG00000150627",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Wnk1","ENSMUSG00000045962","WNK1","ENSG00000060237",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Zcchc2","ENSMUSG00000038866","ZCCHC2","ENSG00000141664",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Zfp275","ENSMUSG00000031365","ZNF460","ENSG00000197714",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Zfp280c","ENSMUSG00000036916","ZNF280C","ENSG00000056277",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Zfp426","ENSMUSG00000059475","ZNF426","ENSG00000130818",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Aen","ENSMUSG00000030609","AEN","ENSG00000181026",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Armcx1","ENSMUSG00000033460","ARMCX1","ENSG00000126947",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Atg7","ENSMUSG00000030314","ATG7","ENSG00000197548",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Ccdc77","ENSMUSG00000030177","CCDC77","ENSG00000120647",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Ctbs","ENSMUSG00000028189","CTBS","ENSG00000117151",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Fam45a","ENSMUSG00000024993","DENND10","ENSG00000119979",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Fgfr2","ENSMUSG00000030849","FGFR2","ENSG00000066468",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Gm4969","ENSMUSG00000085601","BHMG1","ENSG00000237452",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Nfat5","ENSMUSG00000003847","NFAT5","ENSG00000102908",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Npnt","ENSMUSG00000040998","NPNT","ENSG00000168743",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Prrx1","ENSMUSG00000026586","PRRX1","ENSG00000116132",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Pstk","ENSMUSG00000063179","PSTK","ENSG00000179988",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Rev3l","ENSMUSG00000019841","REV3L","ENSG00000009413",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Rif1","ENSMUSG00000036202","RIF1","ENSG00000080345",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Rpgrip1l","ENSMUSG00000033282","RPGRIP1L","ENSG00000103494",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Slc4a4","ENSMUSG00000060961","SLC4A4","ENSG00000080493",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"St18","ENSMUSG00000033740","ST18","ENSG00000147488",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Wfdc2","ENSMUSG00000017723","WFDC2","ENSG00000101443",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Zhx1","ENSMUSG00000022361","ZHX1","ENSG00000165156",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Adgre5","ENSMUSG00000002885","ADGRE5","ENSG00000123146",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Apc","ENSMUSG00000005871","APC","ENSG00000134982",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Arhgap44","ENSMUSG00000033389","ARHGAP44","ENSG00000006740",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Bicd1","ENSMUSG00000003452","BICD1","ENSG00000151746",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Casp8","ENSMUSG00000026029","CASP8","ENSG00000064012",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Ccdc82","ENSMUSG00000079084","CCDC82","ENSG00000149231",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Cdkl2","ENSMUSG00000029403","CDKL2","ENSG00000138769",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Cecr2","ENSMUSG00000071226","CECR2","ENSG00000099954",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Cep63","ENSMUSG00000032534","CEP63","ENSG00000182923",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Coq2","ENSMUSG00000029319","COQ2","ENSG00000173085",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Cyb561","ENSMUSG00000019590","CYB561","ENSG00000008283",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Dennd1b","ENSMUSG00000056268","DENND1B","ENSG00000213047",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Dgkg","ENSMUSG00000022861","DGKG","ENSG00000058866",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Dpp7","ENSMUSG00000026958","DPP7","ENSG00000176978",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Etv6","ENSMUSG00000030199","ETV6","ENSG00000139083",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Fam160a1","ENSMUSG00000051000","FAM160A1","ENSG00000164142",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Fubp3","ENSMUSG00000026843","FUBP3","ENSG00000107164",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Hs3st5","ENSMUSG00000044499","HS3ST5","ENSG00000249853",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Kif2c","ENSMUSG00000028678","KIF2C","ENSG00000142945",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Mphosph9","ENSMUSG00000038126","MPHOSPH9","ENSG00000051825",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Mtcp1","ENSMUSG00000031200","MTCP1","ENSG00000214827",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Mtf2","ENSMUSG00000029267","MTF2","ENSG00000143033",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Naa16","ENSMUSG00000022020","NAA16","ENSG00000172766",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Ncoa6","ENSMUSG00000038369","NCOA6","ENSG00000198646",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Orc6","ENSMUSG00000031697","ORC6","ENSG00000091651",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Palld","ENSMUSG00000058056","PALLD","ENSG00000129116",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Pdlim5","ENSMUSG00000028273","PDLIM5","ENSG00000163110",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Pld1","ENSMUSG00000027695","PLD1","ENSG00000075651",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Plec","ENSMUSG00000022565","PLEC","ENSG00000178209",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Plod2","ENSMUSG00000032374","PLOD2","ENSG00000152952",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Ptch1","ENSMUSG00000021466","PTCH1","ENSG00000185920",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Rgs8","ENSMUSG00000042671","RGS8","ENSG00000135824",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Serac1","ENSMUSG00000015659","SERAC1","ENSG00000122335",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Slx4ip","ENSMUSG00000027281","SLX4IP","ENSG00000149346",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Snap23","ENSMUSG00000027287","SNAP23","ENSG00000092531",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Stam2","ENSMUSG00000055371","STAM2","ENSG00000115145",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Stx2","ENSMUSG00000029428","STX2","ENSG00000111450",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Tatdn3","ENSMUSG00000026632","TATDN3","ENSG00000203705",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Trappc6a","ENSMUSG00000002043","TRAPPC6A","ENSG00000007255",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Tsen2","ENSMUSG00000042389","TSEN2","ENSG00000154743",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Unc13b","ENSMUSG00000028456","UNC13B","ENSG00000198722",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Zdhhc21","ENSMUSG00000028403","ZDHHC21","ENSG00000175893",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Zfp655","ENSMUSG00000007812","ZNF655","ENSG00000197343",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"0610010F05Rik","ENSMUSG00000042208","KIAA1841","ENSG00000162929",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"1700037H04Rik","ENSMUSG00000027327","C20orf27","ENSG00000101220",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"2410004B18Rik","ENSMUSG00000036873","C1orf52","ENSG00000162642",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"4930402H24Rik","ENSMUSG00000027309","C20orf194","ENSG00000088854",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"4931428F04Rik","ENSMUSG00000014837","KIAA0895L","ENSG00000196123",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"9930021J03Rik","ENSMUSG00000046138","KIAA2026","ENSG00000183354",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Aak1","ENSMUSG00000057230","AAK1","ENSG00000115977",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Aatk","ENSMUSG00000025375","AATK","ENSG00000181409",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Abcc5","ENSMUSG00000022822","ABCC5","ENSG00000114770",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Abhd14a","ENSMUSG00000042210","ABHD14A","ENSG00000248487",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Ablim2","ENSMUSG00000029095","ABLIM2","ENSG00000163995",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Acin1","ENSMUSG00000022185","ACIN1","ENSG00000100813",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
"Acss2","ENSMUSG00000027605","ACSS2","ENSG00000131069",NA,"PTBP2","Mouse","AS","dataset47",NA,"Neuron"
