Gene,Set
SP4,SCZ_SCHEMA (p<0.001)
SRPK1,SCZ_SCHEMA (p<0.001)
SRRM2,SCZ_SCHEMA (p<0.001)
STAG1,SCZ_SCHEMA (p<0.001)
SV2A,SCZ_SCHEMA (p<0.001)
TRAPPC10,SCZ_SCHEMA (p<0.001)
TRIO,SCZ_SCHEMA (p<0.001)
XKR6,SCZ_SCHEMA (p<0.001)
XPO7,SCZ_SCHEMA (p<0.001)
ZMYM2,SCZ_SCHEMA (p<0.001)
ZMYND11,SCZ_SCHEMA (p<0.001)
ZNF136,SCZ_SCHEMA (p<0.001)
ZNF318,SCZ_SCHEMA (p<0.001)
AARS2,SCZ_SCHEMA (p<0.01)
ABHD13,SCZ_SCHEMA (p<0.01)
ABLIM2,SCZ_SCHEMA (p<0.01)
ADCY5,SCZ_SCHEMA (p<0.01)
ADNP,SCZ_SCHEMA (p<0.01)
AKAP11,SCZ_SCHEMA (p<0.01)
AKAP12,SCZ_SCHEMA (p<0.01)
AKT1,SCZ_SCHEMA (p<0.01)
ALOX12,SCZ_SCHEMA (p<0.01)
AMER3,SCZ_SCHEMA (p<0.01)
AMOTL1,SCZ_SCHEMA (p<0.01)
ANK2,SCZ_SCHEMA (p<0.01)
ANKRD12,SCZ_SCHEMA (p<0.01)
AP3D1,SCZ_SCHEMA (p<0.01)
ARHGAP12,SCZ_SCHEMA (p<0.01)
ARHGEF4,SCZ_SCHEMA (p<0.01)
ARSD,SCZ_SCHEMA (p<0.01)
ASH1L,SCZ_SCHEMA (p<0.01)
ATF2,SCZ_SCHEMA (p<0.01)
ATL1,SCZ_SCHEMA (p<0.01)
ATP1A2,SCZ_SCHEMA (p<0.01)
ATP2B1,SCZ_SCHEMA (p<0.01)
ATP9A,SCZ_SCHEMA (p<0.01)
AXL,SCZ_SCHEMA (p<0.01)
BCL6,SCZ_SCHEMA (p<0.01)
BFAR,SCZ_SCHEMA (p<0.01)
BOD1L1,SCZ_SCHEMA (p<0.01)
BRSK2,SCZ_SCHEMA (p<0.01)
BSCL2,SCZ_SCHEMA (p<0.01)
BSN,SCZ_SCHEMA (p<0.01)
C16orf87,SCZ_SCHEMA (p<0.01)
C17orf58,SCZ_SCHEMA (p<0.01)
C22orf39,SCZ_SCHEMA (p<0.01)
CACNA1C,SCZ_SCHEMA (p<0.01)
CACNA1G,SCZ_SCHEMA (p<0.01)
CACNA2D1,SCZ_SCHEMA (p<0.01)
CAMTA1,SCZ_SCHEMA (p<0.01)
CCDC178,SCZ_SCHEMA (p<0.01)
CGREF1,SCZ_SCHEMA (p<0.01)
CHAF1B,SCZ_SCHEMA (p<0.01)
CHD5,SCZ_SCHEMA (p<0.01)
CLPTM1,SCZ_SCHEMA (p<0.01)
CNOT4,SCZ_SCHEMA (p<0.01)
COL24A1,SCZ_SCHEMA (p<0.01)
CRAMP1L,SCZ_SCHEMA (p<0.01)
CRAT,SCZ_SCHEMA (p<0.01)
CRB1,SCZ_SCHEMA (p<0.01)
CRIPAK,SCZ_SCHEMA (p<0.01)
CSDE1,SCZ_SCHEMA (p<0.01)
CSNK1A1,SCZ_SCHEMA (p<0.01)
CSPG5,SCZ_SCHEMA (p<0.01)
CSTF3,SCZ_SCHEMA (p<0.01)
CSTL1,SCZ_SCHEMA (p<0.01)
CTBP1,SCZ_SCHEMA (p<0.01)
CTNNAL1,SCZ_SCHEMA (p<0.01)
CUL1,SCZ_SCHEMA (p<0.01)
CYP11B1,SCZ_SCHEMA (p<0.01)
DAGLA,SCZ_SCHEMA (p<0.01)
DCAF5,SCZ_SCHEMA (p<0.01)
DCTN5,SCZ_SCHEMA (p<0.01)
DEFB125,SCZ_SCHEMA (p<0.01)
DEXI,SCZ_SCHEMA (p<0.01)
DLAT,SCZ_SCHEMA (p<0.01)
DNAJC2,SCZ_SCHEMA (p<0.01)
DNM3,SCZ_SCHEMA (p<0.01)
DSCAM,SCZ_SCHEMA (p<0.01)
DYNC2H1,SCZ_SCHEMA (p<0.01)
EIF2S3,SCZ_SCHEMA (p<0.01)
ENTPD4,SCZ_SCHEMA (p<0.01)
EPHB2,SCZ_SCHEMA (p<0.01)
EZR,SCZ_SCHEMA (p<0.01)
FABP7,SCZ_SCHEMA (p<0.01)
FAM120A,SCZ_SCHEMA (p<0.01)
FAM178A,SCZ_SCHEMA (p<0.01)
FAM71F2,SCZ_SCHEMA (p<0.01)
FBXO16,SCZ_SCHEMA (p<0.01)
FBXO34,SCZ_SCHEMA (p<0.01)
FGFBP2,SCZ_SCHEMA (p<0.01)
FYN,SCZ_SCHEMA (p<0.01)
GAL3ST2,SCZ_SCHEMA (p<0.01)
GAS7,SCZ_SCHEMA (p<0.01)
GBAS,SCZ_SCHEMA (p<0.01)
GMEB1,SCZ_SCHEMA (p<0.01)
GOLGB1,SCZ_SCHEMA (p<0.01)
GRIA3,SCZ_SCHEMA (p<0.01)
GRIK3,SCZ_SCHEMA (p<0.01)
GRIN2A,SCZ_SCHEMA (p<0.01)
GTF3C4,SCZ_SCHEMA (p<0.01)
HCN4,SCZ_SCHEMA (p<0.01)
HERC1,SCZ_SCHEMA (p<0.01)
HERPUD2,SCZ_SCHEMA (p<0.01)
HIST1H1E,SCZ_SCHEMA (p<0.01)
HIVEP2,SCZ_SCHEMA (p<0.01)
HMGB2,SCZ_SCHEMA (p<0.01)
HMGCR,SCZ_SCHEMA (p<0.01)
ICK,SCZ_SCHEMA (p<0.01)
IL7R,SCZ_SCHEMA (p<0.01)
INTS6,SCZ_SCHEMA (p<0.01)
IPMK,SCZ_SCHEMA (p<0.01)
JAK3,SCZ_SCHEMA (p<0.01)
JARID2,SCZ_SCHEMA (p<0.01)
KCNN3,SCZ_SCHEMA (p<0.01)
KCNV1,SCZ_SCHEMA (p<0.01)
KDM6B,SCZ_SCHEMA (p<0.01)
KHDRBS2,SCZ_SCHEMA (p<0.01)
KIAA0391,SCZ_SCHEMA (p<0.01)
KIAA1551,SCZ_SCHEMA (p<0.01)
KIF3C,SCZ_SCHEMA (p<0.01)
KLHL1,SCZ_SCHEMA (p<0.01)
KLHL3,SCZ_SCHEMA (p<0.01)
KLHL5,SCZ_SCHEMA (p<0.01)
LIN7A,SCZ_SCHEMA (p<0.01)
LMBR1L,SCZ_SCHEMA (p<0.01)
LPHN1,SCZ_SCHEMA (p<0.01)
LRP5,SCZ_SCHEMA (p<0.01)
LZIC,SCZ_SCHEMA (p<0.01)
MACF1,SCZ_SCHEMA (p<0.01)
MAGEC1,SCZ_SCHEMA (p<0.01)
MAGI2,SCZ_SCHEMA (p<0.01)
MAP7,SCZ_SCHEMA (p<0.01)
MAPK4,SCZ_SCHEMA (p<0.01)
MCHR2,SCZ_SCHEMA (p<0.01)
MLLT1,SCZ_SCHEMA (p<0.01)
MPPED1,SCZ_SCHEMA (p<0.01)
MUC16,SCZ_SCHEMA (p<0.01)
MYLK4,SCZ_SCHEMA (p<0.01)
MYO5A,SCZ_SCHEMA (p<0.01)
NAMPT,SCZ_SCHEMA (p<0.01)
NEIL3,SCZ_SCHEMA (p<0.01)
NELFCD,SCZ_SCHEMA (p<0.01)
NFIC,SCZ_SCHEMA (p<0.01)
NLGN4X,SCZ_SCHEMA (p<0.01)
NOL6,SCZ_SCHEMA (p<0.01)
NPRL3,SCZ_SCHEMA (p<0.01)
NPSR1,SCZ_SCHEMA (p<0.01)
NR3C2,SCZ_SCHEMA (p<0.01)
NR4A2,SCZ_SCHEMA (p<0.01)
NRXN1,SCZ_SCHEMA (p<0.01)
NRXN2,SCZ_SCHEMA (p<0.01)
OMG,SCZ_SCHEMA (p<0.01)
OR2T8,SCZ_SCHEMA (p<0.01)
OR4P4,SCZ_SCHEMA (p<0.01)
OR52E4,SCZ_SCHEMA (p<0.01)
OTUD4,SCZ_SCHEMA (p<0.01)
PATZ1,SCZ_SCHEMA (p<0.01)
PAX4,SCZ_SCHEMA (p<0.01)
PCDHAC1,SCZ_SCHEMA (p<0.01)
PCLO,SCZ_SCHEMA (p<0.01)
PCNXL3,SCZ_SCHEMA (p<0.01)
PIK3R4,SCZ_SCHEMA (p<0.01)
PKN2,SCZ_SCHEMA (p<0.01)
PLEKHM1,SCZ_SCHEMA (p<0.01)
POLR2K,SCZ_SCHEMA (p<0.01)
POLRMT,SCZ_SCHEMA (p<0.01)
POTEF,SCZ_SCHEMA (p<0.01)
PPAN,SCZ_SCHEMA (p<0.01)
PPCS,SCZ_SCHEMA (p<0.01)
PPP3CA,SCZ_SCHEMA (p<0.01)
PPRC1,SCZ_SCHEMA (p<0.01)
PREP,SCZ_SCHEMA (p<0.01)
PROM1,SCZ_SCHEMA (p<0.01)
PSMA3,SCZ_SCHEMA (p<0.01)
PSMD11,SCZ_SCHEMA (p<0.01)
PSMG3,SCZ_SCHEMA (p<0.01)
PTGER1,SCZ_SCHEMA (p<0.01)
PTK2,SCZ_SCHEMA (p<0.01)
PUM2,SCZ_SCHEMA (p<0.01)
QRICH1,SCZ_SCHEMA (p<0.01)
RAB7L1,SCZ_SCHEMA (p<0.01)
RABIF,SCZ_SCHEMA (p<0.01)
RAC3,SCZ_SCHEMA (p<0.01)
RADIL,SCZ_SCHEMA (p<0.01)
RANBP9,SCZ_SCHEMA (p<0.01)
RB1CC1,SCZ_SCHEMA (p<0.01)
RBM4,SCZ_SCHEMA (p<0.01)
RBP2,SCZ_SCHEMA (p<0.01)
RFX1,SCZ_SCHEMA (p<0.01)
RNFT1,SCZ_SCHEMA (p<0.01)
RYR2,SCZ_SCHEMA (p<0.01)
S100P,SCZ_SCHEMA (p<0.01)
SATB1,SCZ_SCHEMA (p<0.01)
SCAF1,SCZ_SCHEMA (p<0.01)
SETD1A,SCZ_SCHEMA (p<0.01)
SIGLEC6,SCZ_SCHEMA (p<0.01)
SLC12A2,SCZ_SCHEMA (p<0.01)
SLC22A11,SCZ_SCHEMA (p<0.01)
SLC25A43,SCZ_SCHEMA (p<0.01)
SLC31A1,SCZ_SCHEMA (p<0.01)
SLC34A2,SCZ_SCHEMA (p<0.01)
SLC36A1,SCZ_SCHEMA (p<0.01)
SLC52A2,SCZ_SCHEMA (p<0.01)
SLITRK5,SCZ_SCHEMA (p<0.01)
SLX4IP,SCZ_SCHEMA (p<0.01)
SMAD9,SCZ_SCHEMA (p<0.01)
SMARCA1,SCZ_SCHEMA (p<0.01)
SMARCAD1,SCZ_SCHEMA (p<0.01)
SMG7,SCZ_SCHEMA (p<0.01)
SNX9,SCZ_SCHEMA (p<0.01)
SOBP,SCZ_SCHEMA (p<0.01)
SORCS1,SCZ_SCHEMA (p<0.01)
SP140L,SCZ_SCHEMA (p<0.01)
SP4,SCZ_SCHEMA (p<0.01)
SPAG5,SCZ_SCHEMA (p<0.01)
SPHK2,SCZ_SCHEMA (p<0.01)
SRPK1,SCZ_SCHEMA (p<0.01)
SRRM2,SCZ_SCHEMA (p<0.01)
STAG1,SCZ_SCHEMA (p<0.01)
STRBP,SCZ_SCHEMA (p<0.01)
SV2A,SCZ_SCHEMA (p<0.01)
T,SCZ_SCHEMA (p<0.01)
TACC1,SCZ_SCHEMA (p<0.01)
TAF15,SCZ_SCHEMA (p<0.01)
TBKBP1,SCZ_SCHEMA (p<0.01)
TEFM,SCZ_SCHEMA (p<0.01)
TERF1,SCZ_SCHEMA (p<0.01)
TLK2,SCZ_SCHEMA (p<0.01)
TMEM92,SCZ_SCHEMA (p<0.01)
TMPRSS11E,SCZ_SCHEMA (p<0.01)
TRAPPC10,SCZ_SCHEMA (p<0.01)
TRIO,SCZ_SCHEMA (p<0.01)
TRPV1,SCZ_SCHEMA (p<0.01)
TSC22D1,SCZ_SCHEMA (p<0.01)
TSPYL5,SCZ_SCHEMA (p<0.01)
TUBB8,SCZ_SCHEMA (p<0.01)
UBE2E3,SCZ_SCHEMA (p<0.01)
UBXN7,SCZ_SCHEMA (p<0.01)
USP13,SCZ_SCHEMA (p<0.01)
WDTC1,SCZ_SCHEMA (p<0.01)
XIRP2,SCZ_SCHEMA (p<0.01)
XKR6,SCZ_SCHEMA (p<0.01)
XPO7,SCZ_SCHEMA (p<0.01)
ZC3H12B,SCZ_SCHEMA (p<0.01)
ZFC3H1,SCZ_SCHEMA (p<0.01)
ZMYM2,SCZ_SCHEMA (p<0.01)
ZMYND11,SCZ_SCHEMA (p<0.01)
ZNF136,SCZ_SCHEMA (p<0.01)
ZNF318,SCZ_SCHEMA (p<0.01)
ZNF366,SCZ_SCHEMA (p<0.01)
ZNF547,SCZ_SCHEMA (p<0.01)
ZNF777,SCZ_SCHEMA (p<0.01)
ZNF8,SCZ_SCHEMA (p<0.01)
ZNF98,SCZ_SCHEMA (p<0.01)
ZNFX1,SCZ_SCHEMA (p<0.01)
ZSCAN10,SCZ_SCHEMA (p<0.01)
ZYG11B,SCZ_SCHEMA (p<0.01)
AARS2,SCZ_SCHEMA (p<0.05)
ABCA1,SCZ_SCHEMA (p<0.05)
ABCA3,SCZ_SCHEMA (p<0.05)
ABCC9,SCZ_SCHEMA (p<0.05)
ABHD12B,SCZ_SCHEMA (p<0.05)
ABHD13,SCZ_SCHEMA (p<0.05)
ABLIM2,SCZ_SCHEMA (p<0.05)
ABTB1,SCZ_SCHEMA (p<0.05)
ACBD3,SCZ_SCHEMA (p<0.05)
ACSBG2,SCZ_SCHEMA (p<0.05)
ACTR1A,SCZ_SCHEMA (p<0.05)
ADAMTS15,SCZ_SCHEMA (p<0.05)
ADAP1,SCZ_SCHEMA (p<0.05)
ADCY5,SCZ_SCHEMA (p<0.05)
ADCY7,SCZ_SCHEMA (p<0.05)
ADNP,SCZ_SCHEMA (p<0.05)
ADORA3,SCZ_SCHEMA (p<0.05)
ADRA1B,SCZ_SCHEMA (p<0.05)
ADRA2B,SCZ_SCHEMA (p<0.05)
AFF3,SCZ_SCHEMA (p<0.05)
AGAP2,SCZ_SCHEMA (p<0.05)
AHRR,SCZ_SCHEMA (p<0.05)
AKAP1,SCZ_SCHEMA (p<0.05)
AKAP11,SCZ_SCHEMA (p<0.05)
AKAP12,SCZ_SCHEMA (p<0.05)
AKAP14,SCZ_SCHEMA (p<0.05)
AKAP17A,SCZ_SCHEMA (p<0.05)
AKR7A2,SCZ_SCHEMA (p<0.05)
AKT1,SCZ_SCHEMA (p<0.05)
AKTIP,SCZ_SCHEMA (p<0.05)
ALG10,SCZ_SCHEMA (p<0.05)
ALOX12,SCZ_SCHEMA (p<0.05)
AMBRA1,SCZ_SCHEMA (p<0.05)
AMER3,SCZ_SCHEMA (p<0.05)
AMOTL1,SCZ_SCHEMA (p<0.05)
AMPH,SCZ_SCHEMA (p<0.05)
ANAPC2,SCZ_SCHEMA (p<0.05)
ANK2,SCZ_SCHEMA (p<0.05)
ANK3,SCZ_SCHEMA (p<0.05)
ANKIB1,SCZ_SCHEMA (p<0.05)
ANKMY1,SCZ_SCHEMA (p<0.05)
ANKRD11,SCZ_SCHEMA (p<0.05)
ANKRD12,SCZ_SCHEMA (p<0.05)
ANKRD18B,SCZ_SCHEMA (p<0.05)
ANKRD28,SCZ_SCHEMA (p<0.05)
ANKRD34B,SCZ_SCHEMA (p<0.05)
ANKRD54,SCZ_SCHEMA (p<0.05)
ANP32A,SCZ_SCHEMA (p<0.05)
ANP32E,SCZ_SCHEMA (p<0.05)
AP3D1,SCZ_SCHEMA (p<0.05)
AP4B1,SCZ_SCHEMA (p<0.05)
APOH,SCZ_SCHEMA (p<0.05)
ARHGAP12,SCZ_SCHEMA (p<0.05)
ARHGAP26,SCZ_SCHEMA (p<0.05)
ARHGAP30,SCZ_SCHEMA (p<0.05)
ARHGAP35,SCZ_SCHEMA (p<0.05)
ARHGEF4,SCZ_SCHEMA (p<0.05)
ARHGEF7,SCZ_SCHEMA (p<0.05)
ARMC12,SCZ_SCHEMA (p<0.05)
ARMC9,SCZ_SCHEMA (p<0.05)
ARNT,SCZ_SCHEMA (p<0.05)
ARNTL,SCZ_SCHEMA (p<0.05)
ARSD,SCZ_SCHEMA (p<0.05)
ASAH2C,SCZ_SCHEMA (p<0.05)
ASH1L,SCZ_SCHEMA (p<0.05)
ATF2,SCZ_SCHEMA (p<0.05)
ATG9A,SCZ_SCHEMA (p<0.05)
ATG9B,SCZ_SCHEMA (p<0.05)
ATL1,SCZ_SCHEMA (p<0.05)
ATP1A2,SCZ_SCHEMA (p<0.05)
ATP1B1,SCZ_SCHEMA (p<0.05)
ATP2B1,SCZ_SCHEMA (p<0.05)
ATP2B2,SCZ_SCHEMA (p<0.05)
ATP5G1,SCZ_SCHEMA (p<0.05)
ATP5J,SCZ_SCHEMA (p<0.05)
ATP6V0A1,SCZ_SCHEMA (p<0.05)
ATP6V1A,SCZ_SCHEMA (p<0.05)
ATP9A,SCZ_SCHEMA (p<0.05)
ATXN1,SCZ_SCHEMA (p<0.05)
AUP1,SCZ_SCHEMA (p<0.05)
AXL,SCZ_SCHEMA (p<0.05)
AZGP1,SCZ_SCHEMA (p<0.05)
B4GALT1,SCZ_SCHEMA (p<0.05)
B9D2,SCZ_SCHEMA (p<0.05)
BBS10,SCZ_SCHEMA (p<0.05)
BCAS4,SCZ_SCHEMA (p<0.05)
BCL2L12,SCZ_SCHEMA (p<0.05)
BCL6,SCZ_SCHEMA (p<0.05)
BEST2,SCZ_SCHEMA (p<0.05)
BFAR,SCZ_SCHEMA (p<0.05)
BLOC1S5,SCZ_SCHEMA (p<0.05)
BMPR2,SCZ_SCHEMA (p<0.05)
BNC2,SCZ_SCHEMA (p<0.05)
BOD1L1,SCZ_SCHEMA (p<0.05)
BORA,SCZ_SCHEMA (p<0.05)
BRSK2,SCZ_SCHEMA (p<0.05)
BSCL2,SCZ_SCHEMA (p<0.05)
BSN,SCZ_SCHEMA (p<0.05)
BTD,SCZ_SCHEMA (p<0.05)
BTN3A2,SCZ_SCHEMA (p<0.05)
BTRC,SCZ_SCHEMA (p<0.05)
C12orf74,SCZ_SCHEMA (p<0.05)
C16orf80,SCZ_SCHEMA (p<0.05)
C16orf87,SCZ_SCHEMA (p<0.05)
C17orf47,SCZ_SCHEMA (p<0.05)
C17orf58,SCZ_SCHEMA (p<0.05)
C17orf64,SCZ_SCHEMA (p<0.05)
C17orf70,SCZ_SCHEMA (p<0.05)
C17orf77,SCZ_SCHEMA (p<0.05)
C18orf25,SCZ_SCHEMA (p<0.05)
C1orf101,SCZ_SCHEMA (p<0.05)
C1orf116,SCZ_SCHEMA (p<0.05)
C1orf63,SCZ_SCHEMA (p<0.05)
C1QA,SCZ_SCHEMA (p<0.05)
C1S,SCZ_SCHEMA (p<0.05)
C22orf39,SCZ_SCHEMA (p<0.05)
C22orf42,SCZ_SCHEMA (p<0.05)
C4B,SCZ_SCHEMA (p<0.05)
C6orf15,SCZ_SCHEMA (p<0.05)
CA5B,SCZ_SCHEMA (p<0.05)
CA6,SCZ_SCHEMA (p<0.05)
CA7,SCZ_SCHEMA (p<0.05)
CACNA1B,SCZ_SCHEMA (p<0.05)
CACNA1C,SCZ_SCHEMA (p<0.05)
CACNA1E,SCZ_SCHEMA (p<0.05)
CACNA1G,SCZ_SCHEMA (p<0.05)
CACNA2D1,SCZ_SCHEMA (p<0.05)
CACNB4,SCZ_SCHEMA (p<0.05)
CAMK2A,SCZ_SCHEMA (p<0.05)
CAMTA1,SCZ_SCHEMA (p<0.05)
CAMTA2,SCZ_SCHEMA (p<0.05)
CAPN2,SCZ_SCHEMA (p<0.05)
CARTPT,SCZ_SCHEMA (p<0.05)
CASC1,SCZ_SCHEMA (p<0.05)
CBY1,SCZ_SCHEMA (p<0.05)
CCDC178,SCZ_SCHEMA (p<0.05)
CCDC87,SCZ_SCHEMA (p<0.05)
CCND2,SCZ_SCHEMA (p<0.05)
CCSER1,SCZ_SCHEMA (p<0.05)
CCT3,SCZ_SCHEMA (p<0.05)
CD3EAP,SCZ_SCHEMA (p<0.05)
CD80,SCZ_SCHEMA (p<0.05)
CDC42,SCZ_SCHEMA (p<0.05)
CDCA7,SCZ_SCHEMA (p<0.05)
CDH13,SCZ_SCHEMA (p<0.05)
CDIP1,SCZ_SCHEMA (p<0.05)
CDKAL1,SCZ_SCHEMA (p<0.05)
CDKN1A,SCZ_SCHEMA (p<0.05)
CEACAM5,SCZ_SCHEMA (p<0.05)
CEP68,SCZ_SCHEMA (p<0.05)
CEP72,SCZ_SCHEMA (p<0.05)
CFHR3,SCZ_SCHEMA (p<0.05)
CGREF1,SCZ_SCHEMA (p<0.05)
CHAF1B,SCZ_SCHEMA (p<0.05)
CHD2,SCZ_SCHEMA (p<0.05)
CHD4,SCZ_SCHEMA (p<0.05)
CHD5,SCZ_SCHEMA (p<0.05)
CHIC2,SCZ_SCHEMA (p<0.05)
CIRH1A,SCZ_SCHEMA (p<0.05)
