gene_name	isoformUpregulated	isoformDownregulated	dIF	isoform_switch_q_value
PROM1	ENST00000513448.5_2	TALONT000455599	0.082	1.9860038516914653e-4
PROM1	ENST00000513448.5_2	TALONT000455643	0.082	1.9860038516914653e-4
PROM1	ENST00000513448.5_2	TALONT000455648	0.082	1.9860038516914653e-4
PROM1	ENST00000513448.5_2	TALONT000455682	0.082	1.9860038516914653e-4
PROM1	TALONT000455572	ENST00000508167.5_2	0.026333333333333327	0.005035740975153002
PROM1	TALONT000455572	TALONT000455599	0.026333333333333327	0.005035740975153002
PROM1	TALONT000455572	TALONT000455643	0.026333333333333327	0.005035740975153002
PROM1	TALONT000455572	TALONT000455648	0.026333333333333327	0.005035740975153002
PROM1	TALONT000455572	TALONT000455682	0.026333333333333327	0.005035740975153002
PROM1	TALONT000455602	ENST00000508167.5_2	0.025666666666666664	0.006797681536612877
PROM1	TALONT000455602	TALONT000455599	0.025666666666666664	0.006797681536612877
PROM1	TALONT000455602	TALONT000455643	0.025666666666666664	0.006797681536612877
PROM1	TALONT000455602	TALONT000455648	0.025666666666666664	0.006797681536612877
PROM1	TALONT000455602	TALONT000455682	0.025666666666666664	0.006797681536612877
PROM1	TALONT001071145	ENST00000508167.5_2	0.067	7.346965598870961e-5
PROM1	TALONT001071145	TALONT000455599	0.067	7.346965598870961e-5
PROM1	TALONT001071145	TALONT000455643	0.067	7.346965598870961e-5
PROM1	TALONT001071145	TALONT000455648	0.067	7.346965598870961e-5
PROM1	TALONT001071145	TALONT000455682	0.067	7.346965598870961e-5
PROM1	TALONT001071168	TALONT000455643	0.06433333333333334	2.881152577435738e-7
PROM1	TALONT001071168	TALONT000455682	0.06433333333333334	2.881152577435738e-7
PROM1	TALONT001071337	ENST00000508167.5_2	0.028666666666666667	1.1717553511153655e-4
PROM1	TALONT001071337	TALONT000455599	0.028666666666666667	1.1717553511153655e-4
PROM1	TALONT001071337	TALONT000455643	0.028666666666666667	1.1717553511153655e-4
PROM1	TALONT001071337	TALONT000455648	0.028666666666666667	1.1717553511153655e-4
PROM1	TALONT001071337	TALONT000455682	0.028666666666666667	1.1717553511153655e-4
PROM1	TALONT001071375	ENST00000508167.5_2	0.012666666666666666	0.03036637199893661
PROM1	TALONT001071375	TALONT000455599	0.012666666666666666	0.03036637199893661
PROM1	TALONT001071375	TALONT000455643	0.012666666666666666	0.03036637199893661
PROM1	TALONT001071375	TALONT000455648	0.012666666666666666	0.03036637199893661
PROM1	TALONT001071375	TALONT000455682	0.012666666666666666	0.03036637199893661
PROM1	TALONT002422461	ENST00000508167.5_2	0.037000000000000005	0.009933141571455646
PROM1	TALONT002422461	TALONT000455599	0.037000000000000005	0.009933141571455646
PROM1	TALONT002422461	TALONT000455643	0.037000000000000005	0.009933141571455646
PROM1	TALONT002422461	TALONT000455648	0.037000000000000005	0.009933141571455646
PROM1	TALONT002422461	TALONT000455682	0.037000000000000005	0.009933141571455646
PROM1	TALONT002422466	TALONT000455643	0.04166666666666667	1.4876367519403918e-8
PROM1	TALONT002422466	TALONT000455682	0.04166666666666667	1.4876367519403918e-8
NADK	TALONT000240075	TALONT000240081	0.14700000000000002	2.466698976067811e-4
SPAG9	ENST00000357122.8_3	ENST00000506500.1_2	0.019	1.8231132719134527e-6
SPAG9	ENST00000357122.8_3	ENST00000510283.5_2	0.019	1.8231132719134527e-6
SPAG9	ENST00000357122.8_3	TALONT000399262	0.019	1.8231132719134527e-6
SPAG9	TALONT000396665	ENST00000506500.1_2	0.118	5.878590750936317e-13
RANBP9	TALONT000562292	TALONT000562271	0.04933333333333334	0.008222078868795347
RANBP9	TALONT000562292	TALONT000562291	0.04933333333333334	0.008222078868795347
ABHD5	ENST00000642351.1_3	ENST00000644371.2_3	0.09533333333333334	3.3600247093012016e-4
PTBP1	TALONT000250152	ENST00000349038.8_3	0.038666666666666655	0.030038751461643896
PTBP1	TALONT000250173	ENST00000349038.8_3	0.027333333333333334	0.008693568052411189
PLAUR	ENST00000340093.8_5	TALONT000368020	0.6973333333333334	5.5478580154804465e-8
ERCC1	TALONT000375597	ENST00000300853.7_3	0.03	0.0018570450549630574
ZMYND11	ENST00000397962.8_2	TALONT000829232	0.10599999999999998	1.5991983988303813e-6
ZMYND11	ENST00000397962.8_2	TALONT000829317	0.10599999999999998	1.5991983988303813e-6
ZMYND11	TALONT000829206	TALONT000829232	0.036333333333333336	0.0029601319895253136
ZMYND11	TALONT000829206	TALONT000829317	0.036333333333333336	0.0029601319895253136
ZMYND11	TALONT000829207	TALONT000829232	0.036	4.858189537913105e-7
ZMYND11	TALONT000829207	TALONT000829317	0.036	4.858189537913105e-7
ZMYND11	TALONT000829208	TALONT000829232	0.043000000000000003	7.647940056182342e-8
ZMYND11	TALONT000829208	TALONT000829317	0.043000000000000003	7.647940056182342e-8
MATR3	ENST00000618441.5_2	TALONT000765417	0.048333333333333325	0.002978406236514806
ATP2C1	TALONT000579203	ENST00000504948.5_2	0.03966666666666667	0.019046301554153072
RUFY3	TALONT000488734	ENST00000226328.8_1	0.042666666666666665	2.684757779486765e-17
PHLDB1	ENST00000524713.5_1	TALONT000444098	0.14066666666666666	1.7475578383087297e-4
PHLDB1	ENST00000524713.5_1	TALONT000444209	0.14066666666666666	1.7475578383087297e-4
PHLDB1	ENST00000524713.5_1	TALONT000444210	0.14066666666666666	1.7475578383087297e-4
PHLDB1	TALONT000444119	TALONT000444209	0.028	2.037356651453103e-6
PHLDB1	TALONT000444119	TALONT000444210	0.028	2.037356651453103e-6
PHLDB1	TALONT000444130	TALONT000444209	0.029333333333333336	7.3325152924671875e-6
PHLDB1	TALONT000444130	TALONT000444210	0.029333333333333336	7.3325152924671875e-6
PHLDB1	TALONT001467210	TALONT000444209	0.033	0.02400661117758723
PHLDB1	TALONT001467210	TALONT000444210	0.033	0.02400661117758723
PHLDB1	TALONT001467236	TALONT000444209	0.02933333333333333	2.975822681130274e-7
PHLDB1	TALONT001467236	TALONT000444210	0.02933333333333333	2.975822681130274e-7
NCDN	ENST00000373253.7_2	ENST00000356090.8_2	0.4176666666666667	1.5401993428495288e-16
NCDN	ENST00000373253.7_2	ENST00000373243.7_3	0.4176666666666667	1.5401993428495288e-16
NCDN	ENST00000373253.7_2	TALONT000352505	0.4176666666666667	1.5401993428495288e-16
FHL1	ENST00000394155.8_3	ENST00000651929.2_3	0.24633333333333332	1.7161515838102726e-24
FHL1	TALONT000763129	ENST00000618438.4_1	0.07766666666666666	2.0800178113773856e-5
FHL1	TALONT000763564	ENST00000618438.4_1	0.020333333333333335	1.4452882821871016e-5
FHL1	TALONT000763564	ENST00000651929.2_3	0.020333333333333335	1.4452882821871016e-5
ARID4A	ENST00000417477.2_1	TALONT000336950	0.08966666666666664	0.005670359259081226
ARID4A	ENST00000417477.2_1	TALONT000336956	0.08966666666666664	0.005670359259081226
ARID4A	TALONT000337051	TALONT000336950	0.028666666666666667	0.0024486330234120405
ARID4A	TALONT000337051	TALONT000336956	0.028666666666666667	0.0024486330234120405
FUT8	TALONT000345616	ENST00000360689.9_1	0.014666666666666668	9.522425539083192e-4
FUT8	TALONT001054312	ENST00000360689.9_1	0.09	4.809232066906693e-5
APBA2	TALONT000251915	TALONT000252381	0.09400000000000003	0.0011115443588067448
USP2	ENST00000525735.1_2	TALONT000447762	0.20799999999999996	1.863039954506127e-15
DNAH5	TALONT001019718	TALONT000646906	0.20866666666666667	0.0033389486224862683
MED17	ENST00000251871.9_3	ENST00000640804.1_1	0.06833333333333347	0.004693434812545433
CTNNA1	ENST00000540387.5_1	ENST00000302763.12_2	0.1966666666666667	1.0395541808922256e-83
CTNNA1	TALONT000764662	ENST00000302763.12_2	0.12533333333333332	1.0900137467053234e-41
CTNNA1	TALONT000764766	ENST00000302763.12_2	0.025	3.7889063050596656e-13
CTNNA1	TALONT001408062	ENST00000302763.12_2	0.023666666666666666	0.0020331269353182674
GPM6B	TALONT000707949	ENST00000355135.6_4	0.25	3.27202538581031e-7
GPM6B	TALONT000707949	ENST00000356942.9_2	0.25	3.27202538581031e-7
GPM6B	TALONT000707977	ENST00000355135.6_4	0.007333333333333334	0.001894243336891519
GPM6B	TALONT000707977	ENST00000356942.9_2	0.007333333333333334	0.001894243336891519
GPM6B	TALONT000707977	ENST00000454189.6_2	0.007333333333333334	0.001894243336891519
ATP6V1H	ENST00000355221.7_6	ENST00000359530.7_7	0.20900000000000002	6.447860638029747e-13
MAP4	ENST00000335271.9_5	ENST00000497735.1_2	0.016333333333333335	0.02198040072014829
MAP4	ENST00000335271.9_5	TALONT000465987	0.016333333333333335	0.02198040072014829
MAP4	ENST00000335271.9_5	TALONT000465994	0.016333333333333335	0.02198040072014829
MAP4	ENST00000335271.9_5	TALONT000466017	0.016333333333333335	0.02198040072014829
MAP4	ENST00000335271.9_5	TALONT000466825	0.016333333333333335	0.02198040072014829
MAP4	ENST00000439356.2_2	ENST00000497735.1_2	0.2869999999999999	6.020861701638461e-9
MAP4	ENST00000439356.2_2	TALONT000465987	0.2869999999999999	6.020861701638461e-9
MAP4	ENST00000439356.2_2	TALONT000465994	0.2869999999999999	6.020861701638461e-9
MAP4	ENST00000439356.2_2	TALONT000466017	0.2869999999999999	6.020861701638461e-9
MAP4	ENST00000439356.2_2	TALONT000466022	0.2869999999999999	6.020861701638461e-9
MAP4	TALONT000466045	TALONT000465994	0.009000000000000001	0.001094260150399389
MAP4	TALONT000466045	TALONT000466022	0.009000000000000001	0.001094260150399389
MAP4	TALONT000466045	TALONT000466825	0.009000000000000001	0.001094260150399389
MAP4	TALONT000466176	TALONT000465994	0.017	5.5316985803755314e-9
MAP4	TALONT000466176	TALONT000466022	0.017	5.5316985803755314e-9
MAP4	TALONT000466176	TALONT000466825	0.017	5.5316985803755314e-9
MAP4	TALONT000466867	ENST00000497735.1_2	0.09233333333333335	2.9403690271949895e-10
MAP4	TALONT000466867	TALONT000465987	0.09233333333333335	2.9403690271949895e-10
MAP4	TALONT000466867	TALONT000465994	0.09233333333333335	2.9403690271949895e-10
MAP4	TALONT000466867	TALONT000466017	0.09233333333333335	2.9403690271949895e-10
MAP4	TALONT000466867	TALONT000466022	0.09233333333333335	2.9403690271949895e-10
HDAC9	TALONT000748347	TALONT000748075	0.031	0.0013069887842585887
HDAC9	TALONT000748347	TALONT000748081	0.031	0.0013069887842585887
CC2D2A	TALONT001065572	TALONT000453897	0.087	0.047084898319012906
LMO3	ENST00000354662.5_3	ENST00000261169.10_3	0.119	3.472732986153598e-4
LMO3	ENST00000354662.5_3	ENST00000536172.5_2	0.119	3.472732986153598e-4
LMO3	ENST00000354662.5_3	ENST00000537304.6_4	0.119	3.472732986153598e-4
LMO3	ENST00000354662.5_3	TALONT000527851	0.119	3.472732986153598e-4
LMO3	ENST00000354662.5_3	TALONT000527936	0.119	3.472732986153598e-4
LMO3	ENST00000441439.6_3	ENST00000261169.10_3	0.141	0.0204661924038974
LMO3	ENST00000441439.6_3	ENST00000536172.5_2	0.141	0.0204661924038974
LMO3	ENST00000441439.6_3	ENST00000537304.6_4	0.141	0.0204661924038974
LMO3	ENST00000441439.6_3	TALONT000527851	0.141	0.0204661924038974
LMO3	ENST00000441439.6_3	TALONT000527936	0.141	0.0204661924038974
LMO3	TALONT000527882	ENST00000261169.10_3	0.015333333333333336	1.7102811989616647e-4
LMO3	TALONT000527882	ENST00000536172.5_2	0.015333333333333336	1.7102811989616647e-4
LMO3	TALONT000527882	ENST00000537304.6_4	0.015333333333333336	1.7102811989616647e-4
LMO3	TALONT000527882	TALONT000527851	0.015333333333333336	1.7102811989616647e-4
LMO3	TALONT000527882	TALONT000527936	0.015333333333333336	1.7102811989616647e-4
LMO3	TALONT000528696	ENST00000261169.10_3	0.014333333333333333	0.025930926191886763
LMO3	TALONT000528696	ENST00000536172.5_2	0.014333333333333333	0.025930926191886763
LMO3	TALONT000528696	ENST00000537304.6_4	0.014333333333333333	0.025930926191886763
LMO3	TALONT000528696	TALONT000527851	0.014333333333333333	0.025930926191886763
LMO3	TALONT000528696	TALONT000527936	0.014333333333333333	0.025930926191886763
CELF2	ENST00000633077.1_2	ENST00000608830.5_1	0.02466666666666667	1.8822240458080346e-7
CELF2	ENST00000633077.1_2	ENST00000631816.1_3	0.02466666666666667	1.8822240458080346e-7
CELF2	ENST00000633077.1_2	TALONT000830695	0.02466666666666667	1.8822240458080346e-7
CELF2	ENST00000633077.1_2	TALONT000830704	0.02466666666666667	1.8822240458080346e-7
CELF2	ENST00000633077.1_2	TALONT000830831	0.02466666666666667	1.8822240458080346e-7
CELF2	ENST00000633077.1_2	TALONT000830832	0.02466666666666667	1.8822240458080346e-7
CELF2	ENST00000633077.1_2	TALONT000830842	0.02466666666666667	1.8822240458080346e-7
CELF2	TALONT000830696	ENST00000608830.5_1	0.007000000000000003	0.047046234881093676
CELF2	TALONT000830696	ENST00000631816.1_3	0.007000000000000003	0.047046234881093676
CELF2	TALONT000830696	TALONT000830755	0.007000000000000003	0.047046234881093676
CELF2	TALONT000830696	TALONT000830831	0.007000000000000003	0.047046234881093676
CELF2	TALONT000830696	TALONT000830832	0.007000000000000003	0.047046234881093676
CELF2	TALONT000830696	TALONT000830842	0.007000000000000003	0.047046234881093676
CELF2	TALONT000830700	ENST00000608830.5_1	0.050333333333333334	3.4660739592673193e-5
CELF2	TALONT000830700	ENST00000631816.1_3	0.050333333333333334	3.4660739592673193e-5
CELF2	TALONT000830700	TALONT000830755	0.050333333333333334	3.4660739592673193e-5
CELF2	TALONT000830700	TALONT000830831	0.050333333333333334	3.4660739592673193e-5
CELF2	TALONT000830700	TALONT000830832	0.050333333333333334	3.4660739592673193e-5
CELF2	TALONT000830700	TALONT000830842	0.050333333333333334	3.4660739592673193e-5
CELF2	TALONT000830701	ENST00000608830.5_1	0.13366666666666666	3.9657388211671535e-8
CELF2	TALONT000830701	ENST00000631816.1_3	0.13366666666666666	3.9657388211671535e-8
CELF2	TALONT000830701	TALONT000830755	0.13366666666666666	3.9657388211671535e-8
CELF2	TALONT000830701	TALONT000830831	0.13366666666666666	3.9657388211671535e-8
CELF2	TALONT000830701	TALONT000830832	0.13366666666666666	3.9657388211671535e-8
CELF2	TALONT000830701	TALONT000830842	0.13366666666666666	3.9657388211671535e-8
CELF2	TALONT000830881	ENST00000631816.1_3	0.021	2.812335225968477e-9
CELF2	TALONT000830881	TALONT000830695	0.021	2.812335225968477e-9
CELF2	TALONT000830881	TALONT000830704	0.021	2.812335225968477e-9
CELF2	TALONT000830881	TALONT000830755	0.021	2.812335225968477e-9
CELF2	TALONT000830881	TALONT000830831	0.021	2.812335225968477e-9
CELF2	TALONT000830881	TALONT000830832	0.021	2.812335225968477e-9
CELF2	TALONT000830881	TALONT000830842	0.021	2.812335225968477e-9
CELF2	TALONT000830995	ENST00000608830.5_1	0.012333333333333335	6.554602421494969e-4
CELF2	TALONT000830995	ENST00000631816.1_3	0.012333333333333335	6.554602421494969e-4
CELF2	TALONT000830995	TALONT000830695	0.012333333333333335	6.554602421494969e-4
CELF2	TALONT000830995	TALONT000830704	0.012333333333333335	6.554602421494969e-4
CELF2	TALONT000830995	TALONT000830755	0.012333333333333335	6.554602421494969e-4
CELF2	TALONT000830995	TALONT000830831	0.012333333333333335	6.554602421494969e-4
CELF2	TALONT000830995	TALONT000830832	0.012333333333333335	6.554602421494969e-4
CELF2	TALONT000830995	TALONT000830842	0.012333333333333335	6.554602421494969e-4
CELF2	TALONT000831003	ENST00000608830.5_1	0.042666666666666686	0.03985470180407806
CELF2	TALONT000831003	ENST00000631816.1_3	0.042666666666666686	0.03985470180407806
CELF2	TALONT000831003	TALONT000830695	0.042666666666666686	0.03985470180407806
CELF2	TALONT000831003	TALONT000830704	0.042666666666666686	0.03985470180407806
CELF2	TALONT000831003	TALONT000830755	0.042666666666666686	0.03985470180407806
CELF2	TALONT000831003	TALONT000830831	0.042666666666666686	0.03985470180407806
CELF2	TALONT000831003	TALONT000830832	0.042666666666666686	0.03985470180407806
CELF2	TALONT000831003	TALONT000830842	0.042666666666666686	0.03985470180407806
R3HDM1	ENST00000409606.5_2	ENST00000409478.5_2	0.03533333333333333	2.444181543448128e-7
R3HDM1	ENST00000409606.5_2	TALONT000626139	0.03533333333333333	2.444181543448128e-7
R3HDM1	TALONT000626440	ENST00000409478.5_2	0.05633333333333334	7.671999170812407e-9
R3HDM1	TALONT000626440	TALONT000626139	0.05633333333333334	7.671999170812407e-9
R3HDM1	TALONT001532271	ENST00000409478.5_2	0.026999999999999996	3.499684080339123e-4
R3HDM1	TALONT001532271	TALONT000626139	0.026999999999999996	3.499684080339123e-4
COL9A2	TALONT000373761	TALONT000373728	0.067	0.0020148649362179572
KITLG	ENST00000644744.1_3	ENST00000347404.10_3	0.15033333333333343	0.0011940146317304826
DKK3	TALONT001014732	TALONT000252468	0.021	6.795143144988085e-4
MSMO1	TALONT000595495	ENST00000261507.11_2	0.02	1.7316758269929808e-4
SDCCAG8	TALONT002797996	TALONT000820328	0.046	0.008440174754999101
KIF1B	TALONT000245998	TALONT000246001	0.19366666666666665	2.5079189377437676e-7
KIF1B	TALONT000245998	TALONT000246011	0.19366666666666665	2.5079189377437676e-7
KIF1B	TALONT000245998	TALONT000246014	0.19366666666666665	2.5079189377437676e-7
KIF1B	TALONT000245998	TALONT000999084	0.19366666666666665	2.5079189377437676e-7
KIF1B	TALONT000245999	TALONT000999084	0.024333333333333335	0.001724179565807957
KIF1B	TALONT000246007	TALONT000999084	0.08366666666666668	3.482415637333698e-9
KIF1B	TALONT000246057	TALONT000246001	0.003333333333333333	0.02003318965651323
KIF1B	TALONT000246057	TALONT000246011	0.003333333333333333	0.02003318965651323
KIF1B	TALONT000246057	TALONT000246014	0.003333333333333333	0.02003318965651323
SYNE2	TALONT000343709	TALONT000341743	0.04766666666666667	1.2779164676778048e-17
SYNE2	TALONT000343709	TALONT000341747	0.04766666666666667	1.2779164676778048e-17
SYNE2	TALONT000343711	TALONT000341743	0.03766666666666667	7.08302500573141e-9
SYNE2	TALONT000343711	TALONT000341747	0.03766666666666667	7.08302500573141e-9
SZRD1	ENST00000471507.5_1	ENST00000401089.3_1	0.09900000000000009	0.004848168131548164
EIF2AK2	TALONT000482369	TALONT000482207	0.06733333333333333	0.027370399341944567
PUM2	TALONT000461057	ENST00000403432.5_3	0.014666666666666668	0.006582069742453944
MTA3	TALONT000488410	ENST00000406911.5_3	0.07433333333333333	6.716877326057258e-4
MTA3	TALONT000488410	ENST00000407270.7_3	0.07433333333333333	6.716877326057258e-4
MTA3	TALONT002496550	ENST00000406911.5_3	0.012666666666666666	0.037912178461091586
MTA3	TALONT002496550	ENST00000407270.7_3	0.012666666666666666	0.037912178461091586
CDK14	TALONT001459107	ENST00000380050.8_3	0.045	0.004965894280841925
TARBP1	TALONT000815340	TALONT000815342	0.10333333333333333	0.023757086473425938
TARBP1	TALONT000815378	TALONT000815342	0.24133333333333334	1.7129290290867154e-8
WNK1	TALONT000503589	TALONT000503578	0.07666666666666666	3.153287095650974e-11
WNK1	TALONT000503589	TALONT000503636	0.07666666666666666	3.153287095650974e-11
WNK1	TALONT000503637	TALONT000503578	0.09966666666666667	3.057030375577316e-6
WNK1	TALONT000503637	TALONT000503586	0.09966666666666667	3.057030375577316e-6
WNK1	TALONT000503680	TALONT000503578	0.015000000000000003	0.048082573644907735
WNK1	TALONT000503680	TALONT000503586	0.015000000000000003	0.048082573644907735
WNK1	TALONT000503680	TALONT000503636	0.015000000000000003	0.048082573644907735
BCAT1	ENST00000538118.5_3	ENST00000261192.12_3	0.09066666666666665	0.0019222748373885943
GPBP1	ENST00000424459.7_2	TALONT000660699	0.05566666666666664	5.961317384295392e-5
GPBP1	TALONT000660927	TALONT000660699	0.01	0.008067058962212478
LIMCH1	ENST00000381753.8_1	ENST00000508501.5_1	0.030333333333333337	5.107875785271157e-10
LIMCH1	ENST00000381753.8_1	TALONT000469161	0.030333333333333337	5.107875785271157e-10
LIMCH1	ENST00000381753.8_1	TALONT000469175	0.030333333333333337	5.107875785271157e-10
LIMCH1	ENST00000381753.8_1	TALONT000469323	0.030333333333333337	5.107875785271157e-10
LIMCH1	ENST00000381753.8_1	TALONT000469348	0.030333333333333337	5.107875785271157e-10
LIMCH1	ENST00000381753.8_1	TALONT000469350	0.030333333333333337	5.107875785271157e-10
LIMCH1	ENST00000381753.8_1	TALONT000469384	0.030333333333333337	5.107875785271157e-10
LIMCH1	ENST00000381753.8_1	TALONT000469443	0.030333333333333337	5.107875785271157e-10
LIMCH1	ENST00000509277.5_2	ENST00000396595.7_1	0.104	6.265097858774313e-4
LIMCH1	ENST00000509277.5_2	ENST00000508501.5_1	0.104	6.265097858774313e-4
LIMCH1	ENST00000509277.5_2	TALONT000469161	0.104	6.265097858774313e-4
LIMCH1	ENST00000509277.5_2	TALONT000469175	0.104	6.265097858774313e-4
LIMCH1	ENST00000509277.5_2	TALONT000469323	0.104	6.265097858774313e-4
LIMCH1	ENST00000509277.5_2	TALONT000469348	0.104	6.265097858774313e-4
LIMCH1	ENST00000509277.5_2	TALONT000469350	0.104	6.265097858774313e-4
LIMCH1	ENST00000509277.5_2	TALONT000469384	0.104	6.265097858774313e-4
LIMCH1	ENST00000509277.5_2	TALONT000469443	0.104	6.265097858774313e-4
LIMCH1	TALONT000469338	ENST00000396595.7_1	0.016	0.023594945499978388
LIMCH1	TALONT000469338	ENST00000508501.5_1	0.016	0.023594945499978388
LIMCH1	TALONT000469338	TALONT000469161	0.016	0.023594945499978388
LIMCH1	TALONT000469338	TALONT000469175	0.016	0.023594945499978388
LIMCH1	TALONT000469338	TALONT000469348	0.016	0.023594945499978388
LIMCH1	TALONT000469338	TALONT000469350	0.016	0.023594945499978388
LIMCH1	TALONT000469338	TALONT000469384	0.016	0.023594945499978388
LIMCH1	TALONT000469338	TALONT000469443	0.016	0.023594945499978388
LIMCH1	TALONT000469359	ENST00000396595.7_1	0.015	0.04097960236390213
LIMCH1	TALONT000469359	ENST00000508501.5_1	0.015	0.04097960236390213
LIMCH1	TALONT000469359	TALONT000469161	0.015	0.04097960236390213
LIMCH1	TALONT000469359	TALONT000469175	0.015	0.04097960236390213
LIMCH1	TALONT000469359	TALONT000469323	0.015	0.04097960236390213
LIMCH1	TALONT000469359	TALONT000469348	0.015	0.04097960236390213
LIMCH1	TALONT000469359	TALONT000469384	0.015	0.04097960236390213
LIMCH1	TALONT000469359	TALONT000469443	0.015	0.04097960236390213
LIMCH1	TALONT001110136	ENST00000396595.7_1	0.020666666666666667	1.1339709921889198e-5
LIMCH1	TALONT001110136	TALONT000469323	0.020666666666666667	1.1339709921889198e-5
LIMCH1	TALONT001110136	TALONT000469348	0.020666666666666667	1.1339709921889198e-5
LIMCH1	TALONT001110136	TALONT000469350	0.020666666666666667	1.1339709921889198e-5
LIMCH1	TALONT001110136	TALONT000469384	0.020666666666666667	1.1339709921889198e-5
LIMCH1	TALONT001110136	TALONT000469443	0.020666666666666667	1.1339709921889198e-5
LIMCH1	TALONT001111264	ENST00000508501.5_1	0.025666666666666667	7.182180514861214e-13
LIMCH1	TALONT001111264	TALONT000469161	0.025666666666666667	7.182180514861214e-13
LIMCH1	TALONT001111264	TALONT000469175	0.025666666666666667	7.182180514861214e-13
LIMCH1	TALONT001111264	TALONT000469323	0.025666666666666667	7.182180514861214e-13
LIMCH1	TALONT001111264	TALONT000469348	0.025666666666666667	7.182180514861214e-13
LIMCH1	TALONT001111264	TALONT000469350	0.025666666666666667	7.182180514861214e-13
LIMCH1	TALONT001111264	TALONT000469384	0.025666666666666667	7.182180514861214e-13
LIMCH1	TALONT001111264	TALONT000469443	0.025666666666666667	7.182180514861214e-13
SUGP2	TALONT000312496	ENST00000337018.10_3	0.08900000000000001	1.00517409467678e-20
SUGP2	TALONT000312514	ENST00000337018.10_3	0.015	3.0831976443712924e-5
PKN2	ENST00000370513.9_2	ENST00000370521.8_2	0.15333333333333332	1.0264061753506655e-16
PKN2	ENST00000370513.9_2	TALONT000465865	0.15333333333333332	1.0264061753506655e-16
ANKRD44	TALONT000710238	TALONT000710249	0.096	0.009117705231252696
