net	mod	cell	OR	Fisher.p	X.95.CI	X.95.CI.1	Overlap	Reference.List	Input.List	Background	X..List.Overlap	Fisher.q	label	module.number	module.color
geneExpr	geneExprM.17_grey60	Mic	1.24181431047824	0.517305179681967	0.48681770768945	2.65312714665978	7	640	128	14349	1.09	1		17	grey60
geneExpr	geneExprM.17_grey60	ExM	3.03139158912768	0.0180962499768244	1.0798100682527	6.89209282958296	6	233	128	14349	2.58	0.08568347559604536		17	grey60
geneExpr	geneExprM.17_grey60	IP	0	1	0	1.64616131799661	0	250	128	14349	0	1		17	grey60
geneExpr	geneExprM.17_grey60	ExDp1	1.36368677495074	0.460567785929494	0.488421974710178	3.07626975919584	6	501	128	14349	1.2	1		17	grey60
geneExpr	geneExprM.17_grey60	ExM-U	0.936579013057639	1	0.111543896716904	3.49176863381979	2	239	128	14349	0.837	1		17	grey60
geneExpr	geneExprM.17_grey60	InMGE	1.33577140557011	0.664443018438172	0.158732038562725	5.00241327891226	2	169	128	14349	1.18	1		17	grey60
geneExpr	geneExprM.17_grey60	InCGE	2.251163164973	0.156561414998682	0.45296588810505	6.85935986873179	3	153	128	14349	1.96	0.49720827447596555		17	grey60
geneExpr	geneExprM.17_grey60	oRG	0.564466106160096	1	0.114490798532049	1.69643826032836	3	583	128	14349	0.515	1		17	grey60
geneExpr	geneExprM.17_grey60	PgS	0.184536185984032	1	0.00463126790366073	1.05104462392065	1	583	128	14349	0.172	1		17	grey60
geneExpr	geneExprM.17_grey60	vRG	0.238240964103121	1	0.00597511706950219	1.35839906250334	1	456	128	14349	0.219	1		17	grey60
geneExpr	geneExprM.2_blue	ExN	1.65062488275791	0.242525421681645	0.518075274620114	4.05776209549394	5	76	589	14349	6.58	0.6768151302743581		2	blue
geneExpr	geneExprM.2_blue	PgG2M	13.1254169850351	9.81070228600161e-87	10.4680910261017	16.4060665928321	142	467	589	14349	30.4	2.0602474800603384e-84	10	2	blue
geneExpr	geneExprM.2_blue	OPC	2.99881872266718	7.77242628102654e-11	2.1890185754947	4.04236785412979	54	502	589	14349	10.8	1.5923995307469008e-9	3	2	blue
geneExpr	geneExprM.2_blue	End	1.19283540992709	0.367748444696482	0.757691623931015	1.80095652914637	25	518	589	14349	4.83	0.8992975066813533		2	blue
geneExpr	geneExprM.2_blue	ExDp2	0.0629789490912514	1	0.00758051846876678	0.229485347061112	2	708	589	14349	0.282	1		2	blue
geneExpr	geneExprM.2_blue	Per	1.66324462352824	0.00131255168685071	1.21482434419732	2.23709968449889	52	809	589	14349	6.43	0.00882034733563677	2	2	blue
geneExpr	geneExprM.2_blue	Mic	1.24272584673817	0.260824627818657	0.833978002487865	1.79434991981742	32	640	589	14349	5	0.7084113324381608		2	blue
geneExpr	geneExprM.2_blue	ExM	0.199558850896311	1	0.0239518789306482	0.732414445754247	2	233	589	14349	0.858	1		2	blue
geneExpr	geneExprM.2_blue	IP	3.97955358256486	1.86554257706259e-10	2.67367987352243	5.77313289270245	35	250	589	14349	14	3.6024270453622426e-9	4	2	blue
geneExpr	geneExprM.2_blue	ExDp1	0.0905410421276575	1	0.0109073015552164	0.330345291673586	2	501	589	14349	0.399	1		2	blue
geneExpr	geneExprM.2_blue	ExM-U	0	1	0	0.358239345406922	0	239	589	14349	0	1		2	blue
geneExpr	geneExprM.2_blue	InMGE	1.31893492359249	0.430421332309029	0.589235842040952	2.58504881037248	9	169	589	14349	5.33	1		2	blue
geneExpr	geneExprM.2_blue	InCGE	1.64454188633866	0.1454606998607	0.767881462893277	3.13576001913766	10	153	589	14349	6.54	0.46636254917170994		2	blue
geneExpr	geneExprM.2_blue	oRG	10.2723703214119	2.09256833888767e-78	8.27717919715755	12.7183856191411	148	583	589	14349	25.4	3.5155148093312856e-76	10	2	blue
geneExpr	geneExprM.2_blue	PgS	10.996161964251	1.42679844989835e-84	8.87396546128551	13.5817942061755	154	583	589	14349	26.4	2.66335710647692e-82	10	2	blue
geneExpr	geneExprM.2_blue	vRG	10.7789917727238	8.2700871569787e-69	8.52544072175453	13.574852413068	124	456	589	14349	27.2	1.2630678567022013e-66	10	2	blue
geneExpr	geneExprM.3_brown	ExN	1.47975384914167	0.398031276746705	0.174967956089496	5.59201389868259	2	76	258	14349	2.63	0.9593867215702502		3	brown
geneExpr	geneExprM.3_brown	PgG2M	0.228944248990951	1	0.027491644107967	0.840297231024774	2	467	258	14349	0.428	1		3	brown
geneExpr	geneExprM.3_brown	OPC	1.11451646981443	0.730571056914833	0.524509393695052	2.10217846922775	10	502	258	14349	1.99	1		3	brown
geneExpr	geneExprM.3_brown	End	1.66744233879526	0.0626719584889322	0.912024210635182	2.83215163455972	15	518	258	14349	2.9	0.24428976858794918		3	brown
geneExpr	geneExprM.3_brown	ExDp2	0.532706772759859	1	0.211188343780825	1.1199105196013	7	708	258	14349	0.989	1		3	brown
geneExpr	geneExprM.3_brown	Per	0.600493734471587	1	0.27036656681759	1.16452696622448	9	809	258	14349	1.11	1		3	brown
geneExpr	geneExprM.3_brown	Mic	0.681474363139556	1	0.289682774161385	1.37225196082457	8	640	258	14349	1.25	1		3	brown
geneExpr	geneExprM.3_brown	ExM	1.20161440789302	0.615356551554982	0.383122762063179	2.88278182887748	5	233	258	14349	2.15	1		3	brown
geneExpr	geneExprM.3_brown	IP	0.436099893179641	1	0.0522413359966349	1.60832676988073	2	250	258	14349	0.8	1		3	brown
geneExpr	geneExprM.3_brown	ExDp1	0.999033798432386	1	0.448780299444302	1.94326565668809	9	501	258	14349	1.8	1		3	brown
geneExpr	geneExprM.3_brown	ExM-U	0.226483725308271	1	0.00569170494442919	1.28555797052929	1	239	258	14349	0.418	1		3	brown
geneExpr	geneExprM.3_brown	InMGE	2.03432852249637	0.130568719370285	0.728820637528982	4.58633360466994	6	169	258	14349	3.55	0.43010872263152705		3	brown
geneExpr	geneExprM.3_brown	InCGE	1.86178535934189	0.203358689376104	0.59059275128808	4.50069716288851	5	153	258	14349	3.27	0.6023727577063532		3	brown
geneExpr	geneExprM.3_brown	oRG	0.851167139360803	1	0.382673045038473	1.65372714321273	9	583	258	14349	1.54	1		3	brown
geneExpr	geneExprM.3_brown	PgS	0.274071269751169	1	0.0559862005893637	0.814184394829204	3	583	258	14349	0.515	1		3	brown
geneExpr	geneExprM.3_brown	vRG	0.597717022736452	1	0.191468499513306	1.42391461627837	5	456	258	14349	1.1	1		3	brown
geneExpr	geneExprM.11_greenyellow	ExN	2.2154349140259	0.235158589337291	0.261329203994143	8.41219821773506	2	76	174	14349	2.63	0.662750184147627		11	greenyellow
geneExpr	geneExprM.11_greenyellow	PgG2M	0.342851881195351	1	0.0410682294144228	1.26459464272361	2	467	174	14349	0.428	1		11	greenyellow
geneExpr	geneExprM.11_greenyellow	OPC	1.33463418487988	0.402343616957159	0.563605608377237	2.71251556261503	8	502	174	14349	1.59	0.9656246806971815		11	greenyellow
geneExpr	geneExprM.11_greenyellow	End	0.625371964665779	1	0.167834758540734	1.64079892862699	4	518	174	14349	0.772	1		11	greenyellow
geneExpr	geneExprM.11_greenyellow	ExDp2	3.15535017148491	4.80981176891574e-6	1.94683204368219	4.91605661245755	24	708	174	14349	3.39	5.0189340197381635e-5	3	11	greenyellow
geneExpr	geneExprM.11_greenyellow	Per	1.24334405540843	0.410644282411947	0.626620021368683	2.24457355741841	12	809	174	14349	1.48	0.9799465830285099		11	greenyellow
geneExpr	geneExprM.11_greenyellow	Mic	0.896733079095719	1	0.353555240030955	1.90004769598927	7	640	174	14349	1.09	1		11	greenyellow
geneExpr	geneExprM.11_greenyellow	ExM	3.81433335403185	5.55655338514362e-4	1.77106103941773	7.32541849885778	10	233	174	14349	4.29	0.004058699863930992	4	11	greenyellow
geneExpr	geneExprM.11_greenyellow	IP	0	1	0	1.20242094257127	0	250	174	14349	0	1		11	greenyellow
geneExpr	geneExprM.11_greenyellow	ExDp1	1.16082611669259	0.674678699025586	0.45717061541386	2.46339257421357	7	501	174	14349	1.4	1		11	greenyellow
geneExpr	geneExprM.11_greenyellow	ExM-U	1.39568369719341	0.540109864506695	0.372854691259585	3.68722094120383	4	239	174	14349	1.67	1		11	greenyellow
geneExpr	geneExprM.11_greenyellow	InMGE	1.48047226300032	0.462480072026037	0.299304791967562	4.47605402136904	3	169	174	14349	1.78	1		11	greenyellow
geneExpr	geneExprM.11_greenyellow	InCGE	0.533291995673448	1	0.0133407506292053	3.05621924193398	1	153	174	14349	0.654	1		11	greenyellow
geneExpr	geneExprM.11_greenyellow	oRG	0.841675959704254	1	0.303241195020781	1.88219662740513	6	583	174	14349	1.03	1		11	greenyellow
geneExpr	geneExprM.11_greenyellow	PgS	0.272079353266852	1	0.0326027782489346	1.00244182752214	2	583	174	14349	0.343	1		11	greenyellow
geneExpr	geneExprM.11_greenyellow	vRG	0	1	0	0.647360769680833	0	456	174	14349	0	1		11	greenyellow
geneExpr	geneExprM.8_pink	ExN	0.910491086485902	1	0.0226434222648598	5.28645793059656	1	76	207	14349	1.32	1		8	pink
geneExpr	geneExprM.8_pink	PgG2M	0	1	0	0.528666828123701	0	467	207	14349	0	1		8	pink
geneExpr	geneExprM.8_pink	OPC	2.19038651782747	0.00682911554601725	1.19306391862864	3.74056925937397	15	502	207	14349	2.99	0.03798978184539397	2	8	pink
geneExpr	geneExprM.8_pink	End	0.933634086039638	1	0.368666494419446	1.97375252299962	7	518	207	14349	1.35	1		8	pink
geneExpr	geneExprM.8_pink	ExDp2	4.83022172585324	7.05934711323976e-14	3.30246220410361	6.92369417926291	40	708	207	14349	5.65	1.7003621113450081e-12	5	8	pink
geneExpr	geneExprM.8_pink	Per	0.410650056451025	1	0.131536419186349	0.978359403488411	5	809	207	14349	0.618	1		8	pink
geneExpr	geneExprM.8_pink	Mic	0.859366160491303	1	0.364318060481574	1.73720926274689	8	640	207	14349	1.25	1		8	pink
geneExpr	geneExprM.8_pink	ExM	4.9886209315082	1.44890315375379e-6	2.69259282786253	8.61563695499481	15	233	207	14349	6.44	1.620730570523361e-5	5	8	pink
geneExpr	geneExprM.8_pink	IP	0.270860137790174	1	0.00680076370607068	1.54011082575312	1	250	207	14349	0.4	1		8	pink
geneExpr	geneExprM.8_pink	ExDp1	6.19035787004397	1.03287958205988e-15	4.14621053654573	9.03045432612661	36	501	207	14349	7.19	2.9410808438315224e-14	6	8	pink
geneExpr	geneExprM.8_pink	ExM-U	8.93605857957871	7.73020332928243e-15	5.51350857902275	13.9715717208216	25	239	207	14349	10.5	2.061387554475315e-13	9	8	pink
geneExpr	geneExprM.8_pink	InMGE	2.55959509021085	0.0359094679452204	0.91491736409404	5.79068943682371	6	169	207	14349	3.55	0.15157765363811626		8	pink
geneExpr	geneExprM.8_pink	InCGE	2.34020371905295	0.070811908795269607	0.74083312141098	5.67546124530313	5	153	207	14349	3.27	0.26673544120191245		8	pink
geneExpr	geneExprM.8_pink	oRG	0.343880402972954	1	0.0701172802608881	1.02443011892164	3	583	207	14349	0.515	1		8	pink
geneExpr	geneExprM.8_pink	PgS	0	1	0	0.419548972813994	0	583	207	14349	0	1		8	pink
geneExpr	geneExprM.8_pink	vRG	0.294159146150623	1	0.0352770076717289	1.08251873937288	2	456	207	14349	0.439	1		8	pink
geneExpr	geneExprM.12_tan	ExN	0	1	0	4.1206365670193	0	76	172	14349	0	1		12	tan
geneExpr	geneExprM.12_tan	PgG2M	0.172064572657874	1	0.00432551056350084	0.976477572906482	1	467	172	14349	0.214	1		12	tan
geneExpr	geneExprM.12_tan	OPC	0.654008562246543	1	0.175460738496271	1.71662097933174	4	502	172	14349	0.797	1		12	tan
geneExpr	geneExprM.12_tan	End	0.311483761588564	1	0.0373174071174738	1.14848287259101	2	518	172	14349	0.386	1		12	tan
geneExpr	geneExprM.12_tan	ExDp2	9.45896561260134	3.22672835937864e-29	6.65800571730566	13.2978103465046	54	708	172	14349	7.63	1.936037015627184e-27	9	12	tan
geneExpr	geneExprM.12_tan	Per	0.0967496021619119	1	0.00243647095086783	0.548027678812516	1	809	172	14349	0.124	1		12	tan
geneExpr	geneExprM.12_tan	Mic	0.506933579295671	1	0.136106845948035	1.32886469437345	4	640	172	14349	0.625	1		12	tan
geneExpr	geneExprM.12_tan	ExM	3.8619317068999	5.07510867351008e-4	1.79277938542153	7.41906209576099	10	233	172	14349	4.29	0.0037395537594284802	4	12	tan
geneExpr	geneExprM.12_tan	IP	0	1	0	1.21674701420869	0	250	172	14349	0	1		12	tan
geneExpr	geneExprM.12_tan	ExDp1	9.01232640381507	3.82069306831593e-22	6.08691773044845	13.1020038216284	40	501	172	14349	7.98	1.528277227326372e-20	9	12	tan
geneExpr	geneExprM.12_tan	ExM-U	13.4839252043683	3.76650739081558e-21	8.51627421269045	20.7442004446703	29	239	172	14349	12.1	1.318277586785453e-19	10	12	tan
geneExpr	geneExprM.12_tan	InMGE	2.02179090790947	0.145407188547128	0.53817996877522	5.37255781949573	4	169	172	14349	2.37	0.46636254917170994		12	tan
geneExpr	geneExprM.12_tan	InCGE	0.539606053863829	1	0.0134977743195008	3.09298654223068	1	153	172	14349	0.654	1		12	tan
geneExpr	geneExprM.12_tan	oRG	0	1	0	0.507167993585476	0	583	172	14349	0	1		12	tan
geneExpr	geneExprM.12_tan	PgS	0	1	0	0.507167993585476	0	583	172	14349	0	1		12	tan
geneExpr	geneExprM.12_tan	vRG	0	1	0	0.65504361691939	0	456	172	14349	0	1		12	tan
geneExpr	geneExprM.4_yellow	ExN	0.760283462772277	1	0.0189223144847924	4.40710213575037	1	76	247	14349	1.32	1		4	yellow
geneExpr	geneExprM.4_yellow	PgG2M	0.239416301848825	1	0.0287455545775548	0.879132292484676	2	467	247	14349	0.428	1		4	yellow
geneExpr	geneExprM.4_yellow	OPC	0.110335293394649	1	0.00278103999437394	0.623522087250759	1	502	247	14349	0.199	1		4	yellow
geneExpr	geneExprM.4_yellow	End	0.892088700982787	1	0.378666233553322	1.80006484480705	8	518	247	14349	1.54	1		4	yellow
geneExpr	geneExprM.4_yellow	ExDp2	2.21222461994536	8.59971054435417e-4	1.39123374008006	3.38127420840188	25	708	247	14349	3.53	0.006070383913661766	2	4	yellow
geneExpr	geneExprM.4_yellow	Per	0.555828794830312	1	0.236380226958478	1.11863500703842	8	809	247	14349	0.989	1		4	yellow
geneExpr	geneExprM.4_yellow	Mic	1.59907609612121	0.0839350850945638	0.909596086843079	2.63825559552051	17	640	247	14349	2.66	0.3072133833526518		4	yellow
geneExpr	geneExprM.4_yellow	ExM	3.80841045810972	5.24805693820321e-5	2.01669906942265	6.65587967250086	14	233	247	14349	6.01	4.7658030573953476e-4	4	4	yellow
geneExpr	geneExprM.4_yellow	IP	0.689683117211089	1	0.14028709828878	2.06340519966866	3	250	247	14349	1.2	1		4	yellow
geneExpr	geneExprM.4_yellow	ExDp1	1.94456619933503	0.0205104331988926	1.08423926081305	3.25840679324797	16	501	247	14349	3.19	0.09516709738968912		4	yellow
geneExpr	geneExprM.4_yellow	ExM-U	2.00983552417031	0.0702732040578614	0.847621472791677	4.09161540879184	8	239	247	14349	3.35	0.265301084982488		4	yellow
geneExpr	geneExprM.4_yellow	InMGE	0.681182674918322	1	0.0813556847807122	2.52612185233138	2	169	247	14349	1.18	1		4	yellow
geneExpr	geneExprM.4_yellow	InCGE	0.373091042875395	1	0.0093498232354753	2.12995022451162	1	153	247	14349	0.654	1		4	yellow
geneExpr	geneExprM.4_yellow	oRG	0.384474470307019	1	0.103547231703598	1.00260433743438	4	583	247	14349	0.686	1		4	yellow
geneExpr	geneExprM.4_yellow	PgS	0.384474470307019	1	0.103547231703598	1.00260433743438	4	583	247	14349	0.686	1		4	yellow
geneExpr	geneExprM.4_yellow	vRG	0.121905533419041	1	0.00307150060609693	0.689226667852854	1	456	247	14349	0.219	1		4	yellow
geneExpr	geneExprM.10_purple	ExN	0.942985309555877	1	0.0234476558704163	5.47842616067393	1	76	200	14349	1.32	1		10	purple
geneExpr	geneExprM.10_purple	PgG2M	0.297267136648828	1	0.0356439473758992	1.09430134340397	2	467	200	14349	0.428	1		10	purple
geneExpr	geneExprM.10_purple	OPC	1.30519683096752	0.433705032620305	0.584253260715493	2.55092972154246	9	502	200	14349	1.79	1		10	purple
geneExpr	geneExprM.10_purple	End	1.72091914654539	0.0817244126703097	0.867680179892222	3.10499516266138	12	518	200	14349	2.32	0.30043110128253897		10	purple
geneExpr	geneExprM.10_purple	ExDp2	5.04380591775384	2.12657533945337e-14	3.44371685465547	7.24173762033946	40	708	200	14349	5.65	5.582260266065096e-13	5	10	purple
geneExpr	geneExprM.10_purple	Per	0.694341873736114	1	0.294455904108063	1.40282643243585	8	809	200	14349	0.989	1		10	purple
geneExpr	geneExprM.10_purple	Mic	1.00946747382682	0.863916352758449	0.45246542005663	1.96955387130109	9	640	200	14349	1.41	1		10	purple
geneExpr	geneExprM.10_purple	ExM	4.40026109333825	2.36492005286995e-5	2.26417893726983	7.8668272200951	13	233	200	14349	5.58	2.2701910026517622e-4	4	10	purple
geneExpr	geneExprM.10_purple	IP	0.857115857059668	1	0.174044298003678	2.57126847879889	3	250	200	14349	1.2	1		10	purple
geneExpr	geneExprM.10_purple	ExDp1	4.7055610440133	3.46626342819832e-10	3.00552598304602	7.13106892349503	28	501	200	14349	5.59	6.26163716061632e-9	5	10	purple
geneExpr	geneExprM.10_purple	ExM-U	3.19876901223802	0.00194003023946326	1.48949795356295	6.12030976020599	10	239	200	14349	4.18	0.012439888558390368	3	10	purple
geneExpr	geneExprM.10_purple	InMGE	2.18641602067052	0.0877807451955863	0.692809456813743	5.29391141014965	5	169	200	14349	2.96	0.3178268360529849		10	purple
geneExpr	geneExprM.10_purple	InCGE	1.42114970839293	0.474999021962639	0.28732670801709	4.29512956287502	3	153	200	14349	1.96	1		10	purple
geneExpr	geneExprM.10_purple	oRG	0.117127206290018	1	0.0029497722995954	0.662922657236452	1	583	200	14349	0.172	1		10	purple
geneExpr	geneExprM.10_purple	PgS	0	1	0	0.434639230510183	0	583	200	14349	0	1		10	purple
geneExpr	geneExprM.10_purple	vRG	0.304714217650439	1	0.0365344687941969	1.12189434058618	2	456	200	14349	0.439	1		10	purple
geneExpr	geneExprM.20_royalblue	ExN	3.64642265090331	0.110169230655823	0.427950044549098	13.9742974182584	2	76	107	14349	2.63	0.3784955163635637		20	royalblue
geneExpr	geneExprM.20_royalblue	PgG2M	0.278903408980225	1	0.00698399271055267	1.59568939990056	1	467	107	14349	0.214	1		20	royalblue
geneExpr	geneExprM.20_royalblue	OPC	2.56107182529039	0.0126642380025397	1.13050702578152	5.10378976861887	9	502	107	14349	1.79	0.06387341843832424		20	royalblue
geneExpr	geneExprM.20_royalblue	End	0.250460586394335	1	0.0062734472145037	1.4323212613312	1	518	107	14349	0.193	1		20	royalblue
geneExpr	geneExprM.20_royalblue	ExDp2	0.553894190750532	1	0.112108104492809	1.67104795813173	3	708	107	14349	0.424	1		20	royalblue
geneExpr	geneExprM.20_royalblue	Per	0.648233600043891	1	0.172927755395591	1.71733316905575	4	809	107	14349	0.494	1		20	royalblue
geneExpr	geneExprM.20_royalblue	Mic	1.05042699287103	0.813679394985005	0.332757906540161	2.54560001401806	5	640	107	14349	0.781	1		20	royalblue
geneExpr	geneExprM.20_royalblue	ExM	2.37611402747414	0.0965431811885039	0.63004890852997	6.35296885000146	4	233	107	14349	1.72	0.34074063948883726		20	royalblue
geneExpr	geneExprM.20_royalblue	IP	0.530175163585844	1	0.013248718333325	3.04596521664286	1	250	107	14349	0.4	1		20	royalblue
geneExpr	geneExprM.20_royalblue	ExDp1	0.796117193251807	1	0.160980931957275	2.40561474499785	3	501	107	14349	0.599	1		20	royalblue
geneExpr	geneExprM.20_royalblue	ExM-U	0.555114224655086	1	0.0138692686452076	3.19045457382093	1	239	107	14349	0.418	1		20	royalblue
geneExpr	geneExprM.20_royalblue	InMGE	2.44583897126349	0.132199446196774	0.491346800931197	7.47272110493644	3	169	107	14349	1.78	0.434426315476673		20	royalblue
geneExpr	geneExprM.20_royalblue	InCGE	2.70958186024757	0.10631883520312	0.543763693046928	8.2919319337247	3	153	107	14349	1.96	0.36752189946757524		20	royalblue
geneExpr	geneExprM.20_royalblue	oRG	0.679486823995717	1	0.137479031282166	2.05164201468968	3	583	107	14349	0.515	1		20	royalblue
geneExpr	geneExprM.20_royalblue	PgS	0.447882626657476	1	0.0534122195037418	1.66616734610247	2	583	107	14349	0.343	1		20	royalblue
geneExpr	geneExprM.20_royalblue	vRG	0.285874058975792	1	0.00715808689020975	1.635708708434	1	456	107	14349	0.219	1		20	royalblue
geneExpr	geneExprM.19_lightyellow	ExN	0	1	0	6.21984693148671	0	76	115	14349	0	1		19	lightyellow
geneExpr	geneExprM.19_lightyellow	PgG2M	0.524098195078497	1	0.0625219167631526	1.94836928495303	2	467	115	14349	0.428	1		19	lightyellow
geneExpr	geneExprM.19_lightyellow	OPC	1.7988445409643	0.124909596903518	0.702693421676134	3.86319882256053	7	502	115	14349	1.39	0.4183512304089844		19	lightyellow
geneExpr	geneExprM.19_lightyellow	End	0.961898210206696	1	0.256553803139848	2.548082700684	4	518	115	14349	0.772	1		19	lightyellow
geneExpr	geneExprM.19_lightyellow	ExDp2	0	1	0	0.624495493424205	0	708	115	14349	0	1		19	lightyellow
geneExpr	geneExprM.19_lightyellow	Per	1.42572202842317	0.30556408479132	0.632121795414433	2.82432301668708	9	809	115	14349	1.11	0.795887848758787		19	lightyellow
geneExpr	geneExprM.19_lightyellow	Mic	1.60905112934941	0.17467592053768	0.674275667493887	3.30612175807846	8	640	115	14349	1.25	0.5374643708851693		19	lightyellow
geneExpr	geneExprM.19_lightyellow	ExM	0.529433073138783	1	0.0132349161351685	3.03912005867586	1	233	115	14349	0.429	1		19	lightyellow
