gene_id	module	kME	kMEtoMod	gene_name
ENSG00000053372	1	0.7575441545459508	1	MRTO4
ENSG00000053438	1	0.9329588407462835	1	NNAT
ENSG00000054116	1	0.7915168542023143	1	TRAPPC3
ENSG00000054148	1	0.793568995251824	1	PHPT1
ENSG00000054356	12	0.9506945901251626	12	PTPRN
ENSG00000054654	16	0.9584660426665088	16	SYNE2
ENSG00000054793	8	0.9135210442873152	8	ATP9A
ENSG00000054983	3	0.8603525883567833	3	GALC
ENSG00000055044	1	0.9191299986979959	1	NOP58
ENSG00000055070	2	0.9676009233824591	2	SZRD1
ENSG00000055130	15	0.8428055269802146	15	CUL1
ENSG00000055208	13	0.9089867190549549	13	TAB2
ENSG00000055211	21	0.9612220931096781	21	GINM1
ENSG00000055609	3	0.9291898733913666	3	KMT2C
ENSG00000055917	7	0.9593797913461273	7	PUM2
ENSG00000055950	1	0.8659680968199518	1	MRPL43
ENSG00000056050	1	0.8681406519967718	1	HPF1
ENSG00000056097	3	0.9085710102099954	3	ZFR
ENSG00000056487	2	0.9212068881750635	2	PHF21B
ENSG00000057252	2	0.9831572960628331	2	SOAT1
ENSG00000057704	20	0.7092269318968283	20	TMCC3
ENSG00000057757	11	0.95657806789465	11	PITHD1
ENSG00000058085	18	0.7627070864976017	18	LAMC2
ENSG00000058091	8	0.9096290101296285	8	CDK14
ENSG00000058262	2	0.9557946749473981	2	SEC61A1
ENSG00000058272	23	0.8033605108008978	23	PPP1R12A
ENSG00000058335	12	0.9544561087590409	12	RASGRF1
ENSG00000058453	1	0.7972638678285379	1	CROCC
ENSG00000058673	3	0.9520884080783588	3	ZC3H11A
ENSG00000058799	1	0.8595328501878791	1	YIPF1
ENSG00000058804	14	0.828427302397839	14	NDC1
ENSG00000059588	6	0.9190931101510073	6	TARBP1
ENSG00000059691	1	0.8156951101209524	1	GATB
ENSG00000059728	7	0.8015936300371119	7	MXD1
ENSG00000059758	3	0.9543573591830571	3	CDK17
ENSG00000059915	12	0.9469830274487463	12	PSD
ENSG00000060237	19	0.9377377204554034	19	WNK1
ENSG00000060339	9	0.893790203158722	9	CCAR1
ENSG00000060656	12	0.9566349142029299	12	PTPRU
ENSG00000060688	15	0.8863597742207366	15	SNRNP40
ENSG00000060709	5	0.9388825446926756	5	RIMBP2
ENSG00000060718	2	0.9575332778767841	2	COL11A1
ENSG00000060749	16	0.9424585701424968	16	QSER1
ENSG00000060971	4	0.7564619825398763	4	ACAA1
ENSG00000061676	7	0.8314240074336925	7	NCKAP1
ENSG00000061794	1	0.7548407666811049	1	MRPS35
ENSG00000061918	5	0.9297993009479605	5	GUCY1B1
ENSG00000061938	6	0.8879278871615089	6	TNK2
ENSG00000061987	13	0.9083040292314055	13	MON2
ENSG00000062194	16	0.9784345666495579	16	GPBP1
ENSG00000062582	1	0.7837246948908736	1	MRPS24
ENSG00000062598	13	0.8379264345508103	13	ELMO2
ENSG00000062716	6	0.8736548798050302	6	VMP1
ENSG00000063177	1	0.9612933639502708	1	RPL18
ENSG00000063241	1	0.8347751163072947	1	ISOC2
ENSG00000063244	22	0.7945722007978635	22	U2AF2
ENSG00000063601	7	0.7693651450489617	7	MTMR1
ENSG00000063660	21	0.9563288629602129	21	GPC1
ENSG00000063854	11	0.93964562530874	11	HAGH
ENSG00000064042	12	0.9663628690625017	12	LIMCH1
ENSG00000064199	15	0.7970107812698911	15	SPA17
ENSG00000064270	10	0.8540457413562015	10	ATP2C2
ENSG00000064300	10	0.8015871548338334	10	NGFR
ENSG00000064309	2	0.9287488422768028	2	CDON
ENSG00000064490	9	0.9064848331159645	9	RFXANK
ENSG00000064545	1	0.7498969997497941	1	TMEM161A
ENSG00000064547	9	0.8867533874379099	9	LPAR2
ENSG00000064692	2	0.9764544628034839	2	SNCAIP
ENSG00000064726	10	0.867171241387558	10	BTBD1
ENSG00000064933	3	0.8596035554461752	3	PMS1
ENSG00000064961	2	0.9344821080266164	2	HMG20B
ENSG00000064995	1	0.8745095784997698	1	TAF11
ENSG00000064999	3	0.7656809675873982	3	ANKS1A
ENSG00000065057	4	0.7451079087742012	4	NTHL1
ENSG00000065135	2	0.9354948976713878	2	GNAI3
ENSG00000065243	16	0.9440461151486788	16	PKN2
ENSG00000065268	1	0.8152737668117896	1	WDR18
ENSG00000065308	2	0.906598325543993	2	TRAM2
ENSG00000065328	2	0.978340432676752	2	MCM10
ENSG00000065413	6	0.9316537411738541	6	ANKRD44
ENSG00000065427	11	0.8732524158981283	11	KARS1
ENSG00000065491	15	0.8173948081036124	15	TBC1D22B
ENSG00000065518	1	0.6592337422868385	1	NDUFB4
ENSG00000065548	4	0.6757439558241181	4	ZC3H15
ENSG00000065600	10	0.8156578252170723	10	PACC1
ENSG00000065609	6	0.9379647220519142	6	SNAP91
ENSG00000065665	5	0.9783394167631728	5	SEC61A2
ENSG00000065675	2	0.9602277748048889	2	PRKCQ
ENSG00000065809	8	0.7793886405987743	8	FAM107B
ENSG00000065882	2	0.9581809024370744	2	TBC1D1
ENSG00000065883	13	0.8211358324107652	13	CDK13
ENSG00000065978	11	0.9913427872002422	11	YBX1
ENSG00000065989	5	0.9609208040377688	5	PDE4A
ENSG00000066032	6	0.9342586382671338	6	CTNNA2
ENSG00000066044	2	0.9575955484682859	2	ELAVL1
ENSG00000066084	19	0.7838381377401414	19	DIP2B
ENSG00000066117	2	0.937805106877399	2	SMARCD1
ENSG00000066248	5	0.990746777776518	5	NGEF
ENSG00000066279	2	0.963457426952329	2	ASPM
ENSG00000066294	23	0.8051373199367473	23	CD84
ENSG00000066382	21	0.9484535442063015	21	MPPED2
ENSG00000066422	17	0.8398301824563884	17	ZBTB11
ENSG00000066468	16	0.9123917747032384	16	FGFR2
ENSG00000066557	17	0.8479998704476396	17	LRRC40
ENSG00000066629	12	0.9582161055043525	12	EML1
ENSG00000066777	8	0.9498016009854519	8	ARFGEF1
ENSG00000066855	15	0.7479236066772219	15	MTFR1
ENSG00000066933	8	0.9245093865276381	8	MYO9A
ENSG00000067057	5	0.9592035108313811	5	PFKP
ENSG00000067082	10	0.740918831502802	10	KLF6
ENSG00000067141	8	0.9497944478842916	8	NEO1
ENSG00000067167	19	0.9123383437730345	19	TRAM1
ENSG00000067177	2	0.938734034102584	2	PHKA1
ENSG00000067182	9	0.8830636101458436	9	TNFRSF1A
ENSG00000067225	15	0.8750095207959283	15	PKM
ENSG00000067560	9	0.9230976113005838	9	RHOA
ENSG00000067606	12	0.9568071894577134	12	PRKCZ
ENSG00000067798	6	0.9651004319005854	6	NAV3
ENSG00000067829	1	0.8234378309088862	1	IDH3G
ENSG00000067836	10	0.9158260016652846	10	ROGDI
ENSG00000067840	6	0.9012372649559519	6	PDZD4
ENSG00000067842	12	0.9292885964174262	12	ATP2B3
ENSG00000067900	2	0.9142555287262945	2	ROCK1
ENSG00000067955	14	0.8157560456251679	14	CBFB
ENSG00000068120	1	0.8542451552795155	1	COASY
ENSG00000068305	8	0.8205720969595498	8	MEF2A
ENSG00000068366	6	0.95109130076264925	6	ACSL4
ENSG00000068394	1	0.777882855508987	1	GPKOW
ENSG00000068438	4	0.808163771220279	4	FTSJ1
ENSG00000068615	12	0.9734197914664344	12	REEP1
ENSG00000068697	1	0.8504534436996296	1	LAPTM4A
ENSG00000068745	22	0.9494488845674334	22	IP6K2
ENSG00000068796	5	0.9515774376360558	5	KIF2A
ENSG00000068885	19	0.8194852038080961	19	IFT80
ENSG00000068912	19	0.8760097963858563	19	ERLEC1
ENSG00000068971	5	0.9807561316269762	5	PPP2R5B
ENSG00000069018	5	0.9307096105981038	5	TRPC7
ENSG00000069275	1	0.9016801868687051	1	NUCKS1
ENSG00000069329	9	0.9126761039613195	9	VPS35
ENSG00000069345	11	0.9334525569474504	11	DNAJA2
ENSG00000069702	7	0.729271647141328	7	TGFBR3
ENSG00000069849	1	0.9608150703501064	1	ATP1B3
ENSG00000069956	3	0.9499538604926547	3	MAPK6
ENSG00000069998	11	0.8729084695298918	11	HDHD5
ENSG00000070018	23	0.8620228960124362	23	LRP6
ENSG00000070047	18	0.6975536444095756	18	PHRF1
ENSG00000070061	17	0.874542969990513	17	ELP1
ENSG00000070367	3	0.9637389032419927	3	EXOC5
ENSG00000070501	11	0.8613969324457461	11	POLB
ENSG00000070669	10	0.9517035251347896	10	ASNS
ENSG00000070756	4	0.8061889820384027	4	PABPC1
ENSG00000070761	1	0.9427842516193293	1	CFAP20
ENSG00000070778	13	0.8468486481827635	13	PTPN21
ENSG00000070808	12	0.9429547128094276	12	CAMK2A
ENSG00000071051	6	0.9167383071181311	6	NCK2
ENSG00000071054	3	0.8422120041253709	3	MAP4K4
ENSG00000071243	2	0.897765492761352	2	ING3
ENSG00000071462	1	0.9292916685335982	1	BUD23
ENSG00000071537	13	0.8108313365305408	13	SEL1L
ENSG00000071553	10	0.8120675393861329	10	ATP6AP1
ENSG00000071564	2	0.9273231480296732	2	TCF3
ENSG00000071859	1	0.9238820908957781	1	FAM50A
ENSG00000071889	1	0.8694050042854283	1	FAM3A
ENSG00000071994	4	0.8816165029339289	4	PDCD2
ENSG00000072041	5	0.9536859999936748	5	SLC6A15
ENSG00000072042	1	0.9411207064171417	1	RDH11
ENSG00000072071	6	0.920098186207052	6	ADGRL1
ENSG00000072110	9	0.965184511814471	9	ACTN1
ENSG00000072134	3	0.9215218477510203	3	EPN2
ENSG00000072201	12	0.9361542581467296	12	LNX1
ENSG00000072210	2	0.950309740663881	2	ALDH3A2
ENSG00000072315	12	0.9446062331567114	12	TRPC5
ENSG00000072401	17	0.8228787760835997	17	UBE2D1
ENSG00000072415	2	0.9577458839888173	2	MPP5
ENSG00000072422	13	0.8537576368580859	13	RHOBTB1
ENSG00000072501	9	0.9174088553311699	9	SMC1A
ENSG00000072506	1	0.9301165322587961	1	HSD17B10
ENSG00000072571	21	0.9837517800171344	21	HMMR
ENSG00000072736	2	0.9505620296242333	2	NFATC3
ENSG00000072756	8	0.8189246716320163	8	TRNT1
ENSG00000072778	20	0.6406659814596721	20	ACADVL
ENSG00000072803	3	0.9543189189326597	3	FBXW11
ENSG00000072849	13	0.8388207051765553	13	DERL2
ENSG00000072864	2	0.9439320908414903	2	NDE1
ENSG00000072958	11	0.9159338460054581	11	AP1M1
ENSG00000073050	1	0.8019579594562827	1	XRCC1
ENSG00000073111	2	0.981944075928555	2	MCM2
ENSG00000073417	14	0.7356219157779298	14	PDE8A
ENSG00000073464	5	0.9565498425253015	5	CLCN4
ENSG00000073584	2	0.942805609688205	2	SMARCE1
ENSG00000073670	6	0.8766974987208749	6	ADAM11
ENSG00000073711	3	0.9428617862449473	3	PPP2R3A
ENSG00000073712	19	0.7522835334685897	19	FERMT2
ENSG00000073849	17	0.9563516129852637	17	ST6GAL1
ENSG00000073921	8	0.9022575550396101	8	PICALM
ENSG00000073969	5	0.9509517551118969	5	NSF
ENSG00000074047	9	0.898340555271707	9	GLI2
ENSG00000074054	8	0.9385465913213428	8	CLASP1
ENSG00000074071	1	0.867727817958024	1	MRPS34
ENSG00000074211	6	0.9000558446647361	6	PPP2R2C
ENSG00000074219	21	0.9653285196232445	21	TEAD2
ENSG00000074317	10	0.8855959909978478	10	SNCB
ENSG00000074319	1	0.954826527050524	1	TSG101
ENSG00000074410	2	0.9802232681245874	2	CA12
ENSG00000074527	7	0.7485252251101016	7	NTN4
ENSG00000074657	13	0.8090701644750278	13	ZNF532
ENSG00000074695	7	0.7383775676908841	7	LMAN1
ENSG00000074696	15	0.9045862131851922	15	HACD3
ENSG00000074800	1	0.95893305012335	1	ENO1
ENSG00000074842	1	0.9452599159433396	1	MYDGF
ENSG00000075142	2	0.9589193161507424	2	SRI
ENSG00000075151	7	0.8815396080550313	7	EIF4G3
ENSG00000075188	9	0.8709981621658447	9	NUP37
ENSG00000075218	2	0.9642673839757627	2	GTSE1
ENSG00000075223	20	0.7488579049558656	20	SEMA3C
ENSG00000075234	2	0.9313065169800911	2	TTC38
ENSG00000075239	10	0.9541028121187004	10	ACAT1
ENSG00000075240	19	0.8711253851836924	19	GRAMD4
ENSG00000075292	23	0.8311755088991724	23	ZNF638
ENSG00000075336	1	0.8554844779670921	1	TIMM21
ENSG00000075340	5	0.9659500714953824	5	ADD2
ENSG00000075399	10	0.8996357925375638	10	VPS9D1
ENSG00000075415	1	0.909956769758661	1	SLC25A3
ENSG00000075539	13	0.7653477417591958	13	FRYL
ENSG00000075568	20	0.6394206472289737	20	TMEM131
ENSG00000075624	1	0.9785036044773969	1	ACTB
ENSG00000075702	2	0.9540996160557387	2	WDR62
ENSG00000075856	9	0.8677851555180119	9	SART3
ENSG00000075914	11	0.8589954317078096	11	EXOSC7
ENSG00000075945	12	0.946036528193507	12	KIFAP3
ENSG00000076248	2	0.937255353810006	2	UNG
ENSG00000076356	23	0.8780477289519714	23	PLXNA2
ENSG00000076382	2	0.9852201212896061	2	SPAG5
ENSG00000076554	5	0.9519544898358717	5	TPD52
ENSG00000076604	11	0.9332641504488796	11	TRAF4
ENSG00000076641	16	0.9668804310349136	16	PAG1
ENSG00000076716	2	0.9712674900236777	2	GPC4
ENSG00000076924	1	0.8610990737993746	1	XAB2
ENSG00000077044	5	0.9594663191380514	5	DGKD
ENSG00000077063	7	0.9016376279572632	7	CTTNBP2
ENSG00000077097	3	0.9196012036456797	3	TOP2B
ENSG00000077147	7	0.8154378931678807	7	TM9SF3
ENSG00000077152	22	0.9111671707530441	22	UBE2T
ENSG00000077157	13	0.8935546964940242	13	PPP1R12B
ENSG00000077232	14	0.8754287790469791	14	DNAJC10
ENSG00000077235	3	0.7669649892776981	3	GTF3C1
ENSG00000077254	7	0.9154173630117581	7	USP33
ENSG00000077279	8	0.9124653123219444	8	DCX
ENSG00000077312	9	0.9006510543782849	9	SNRPA
ENSG00000077348	1	0.7312340225418644	1	EXOSC5
ENSG00000077454	1	0.7302355752116512	1	LRCH4
ENSG00000077463	11	0.8607388519348308	11	SIRT6
ENSG00000077514	2	0.9307006238833738	2	POLD3
ENSG00000077522	5	0.9732992899614921	5	ACTN2
ENSG00000077549	1	0.9343419425506114	1	CAPZB
ENSG00000077782	9	0.9023833517820594	9	FGFR1
ENSG00000077942	9	0.9784292835753354	9	FBLN1
ENSG00000078018	7	0.8349555541652248	7	MAP2
ENSG00000078043	7	0.9549186147424052	7	PIAS2
ENSG00000078053	12	0.9530187041716232	12	AMPH
ENSG00000078124	16	0.9395715972641312	16	ACER3
ENSG00000078140	6	0.9220138723214859	6	UBE2K
ENSG00000078246	2	0.9214475304374727	2	TULP3
ENSG00000078295	6	0.9382250578705835	6	ADCY2
ENSG00000078304	17	0.8675274487409869	17	PPP2R5C
ENSG00000078369	8	0.8916338313510905	8	GNB1
ENSG00000078549	8	0.9212867690204107	8	ADCYAP1R1
ENSG00000078596	10	0.9153110543528575	10	ITM2A
ENSG00000078668	1	0.9310083142271136	1	VDAC3
ENSG00000078674	13	0.8851427567987842	13	PCM1
ENSG00000078687	8	0.908945241144246	8	TNRC6C
ENSG00000078699	2	0.9418119003806482	2	CBFA2T2
ENSG00000078725	5	0.9749806820538632	5	BRINP1
ENSG00000078900	4	0.6883532298655323	4	TP73
ENSG00000079102	12	0.9598935761478331	12	RUNX1T1
ENSG00000079215	2	0.9853358776118446	2	SLC1A3
ENSG00000079246	9	0.9294720317721193	9	XRCC5
ENSG00000079335	2	0.8823268226790758	2	CDC14A
ENSG00000079459	11	0.9627337730389252	11	FDFT1
ENSG00000079462	1	0.9669252309684514	1	PAFAH1B3
ENSG00000079616	2	0.9555145512671392	2	KIF22
ENSG00000079785	18	0.864771648665168	18	DDX1
ENSG00000079841	6	0.8986031241937626	6	RIMS1
ENSG00000079931	2	0.967303383037029	2	MOXD1
ENSG00000079950	6	0.8583453529894386	6	STX7
ENSG00000079974	6	0.9579660590019285	6	RABL2B
ENSG00000079999	22	0.8750609269241129	22	KEAP1
ENSG00000080298	7	0.8120870642672013	7	RFX3
ENSG00000080503	8	0.9559103277433317	8	SMARCA2
ENSG00000080802	17	0.8720599237317833	17	CNOT4
